OBJ_VEGOBJEKT_ID;OBJ_TYPE_ID;OBJ_VERSJON;MET_FØRSTE_FOREKOMST;OBJ_STARTDATO;OBJ_SLUTTDATO;OBJ_SIST_MODIFISERT;EGS_ALVORLIGHETSGRAD_5074;EGS_ULYKKESDATO_5055;EGS_ULYKKESKLOKKESLETT_5056;EGS_UKEDAG_5054;EGS_MÅNED__NY__11898;EGS_ULYKKESKODE_5066;EGS_ANTALL_ENHETER__STK__5069;EGS_ANTALL_DREPTE_I_ULYKKEN__STK__5070;EGS_ANTALL_MEGET_ALVORLIG_SKADET__STK__5071;EGS_ANTALL_ALVORLIG_SKADET__STK__5072;EGS_ANTALL_LETTERE_SKADET__STK__5073;EGS_VEGTYPE_5075;EGS_STEDSFORHOLD_5076;EGS_FYSISK_MIDTDELER_MIDTREKKVERK_5758;EGS_FORSTERKET_VEGOPPMERKING_10736;EGS_DEKKETYPE_5077;EGS_FØREFORHOLD_5078;EGS_VÆRFORHOLD_5079;EGS_LYSFORHOLD_5080;EGS_KJØREFELTTYPE_5081;EGS_ANTALL_KJØREFELT__STK__5082;EGS_TETTSTED_5083;EGS_VEGBREDDE__M__5084;EGS_FARTSGRENSE__KM_H__5085;EGS_VINTERDRIFTSKLASSE__NY__11899;EGS_TEMPERATUR__ºC__5086;EGS_HISTORISK_VEGSTATUS_5163;EGS_HISTORISK_VEGKATEGORI_5115;EGS_HISTORISK_VEGNUMMER_5116;EGS_HISTORISK_HP_5117;EGS_HISTORISK_KILOMETERVERDI_5118;EGS_STEDFESTINGENS_NØYAKTIGHET_5120;EGS_GEOMETRI__PUNKT_5123;EGS_REGULERING_GANGFELT__NY__11904;EGS_REGULERING_VEGKRYSS__NY__11905;EGS_UID__NY__11906;EGS_UKEDAGSTYPE__NY__11907;EGS_ULYKKESTYPE__NY__11908;EGS_ULYKKESTYPE_UNDERKATEGORI__NY__11909;EGS_ÅR__NY__11910;EGS_ANTALL_ANDRE_ENHETER__NY___STK__11911;EGS_ANTALL_BUSS__NY___STK__11912;EGS_ANTALL_FOTGJENGERE__NY___STK__11913;EGS_ANTALL_LASTEBIL__NY___STK__11914;EGS_ANTALL_LETT_MC__NY___STK__11915;EGS_ANTALL_MC__NY___STK__11916;EGS_ANTALL_MOPED__NY___STK__11917;EGS_ANTALL_PERSONBIL__NY___STK__11918;EGS_ANTALL_SKINNEGÅENDE_MATERIELL__NY___STK__11919;EGS_ANTALL_LITEN_ELEKTRISK_MOTORVOGN__STK__12625;EGS_ANTALL_SYKKEL__NY___STK__11920;EGS_ANTALL_TRAKTOR__NY___STK__11921;EGS_ANTALL_UKJENTE_ENHETER__NY___STK__11922;EGS_ANTALL_VAREBIL__NY___STK__11923;EGS_ÅDT__NY__11924;EGS_ATK__INFLUENSSTREKNING__NY__11925;EGS_FARTSDEMPENDE_TILTAK__NY__11926;EGS_MC_SKINNE__NY__11927;EGS_VEGBELYSNING__NY__11928;EGS_FYLKENAVN__NY__11900;EGS_FYLKENUMMER__NY__11901;EGS_KOMMUNENAVN__NY__11902;EGS_KOMMUNENUMMER__NY__11903;EGS_HISTORISK_VEGFASE__NY__11937;EGS_HISTORISK_TRAFIKANTGRUPPE__NY__11935;EGS_HISTORISK_ARM__NY__11929;EGS_HISTORISK_VEGSTREKNING__NY__11938;EGS_HISTORISK_VEGDELSTREKNING__NY__11936;EGS_HISTORISK_METERVERDI__NY__11932;EGS_HISTORISK_KRYSSDEL__NY__11930;EGS_HISTORISK_KRYSSDEL_METERVERDI__NY__11931;EGS_HISTORISK_SIDEANLEGGSDEL__NY__11933;EGS_HISTORISK_SIDEANLEGGSDEL_METERVERDI__NY__11934;LOK_KOMMUNE;LOK_KOMMUNENUMMER;LOK_FYLKE;LOK_FYLKESNUMMER;LOK_RIKSVEGRUTE;LOK_KONTRAKTSOMRÅDE;VSR_VEGSYSTEMREFERANSE;VSR_VEGKATEGORI;VSR_FASE;VSR_VEGNUMMER;VSR_STREKNING;VSR_DELSTREKNING;VSR_FRA_METER;VSR_TIL_METER;LOK_VEGLENKESEKVENSID;LOK_STARTPOSISJON;LOK_SLUTTPOSISJON;LOK_RETNING;LOK_SIDEPOSISJON;LOK_KJØREFELT;LOK_TYPEVEG;LOK_LENGDE;REL_FORELDER;REL_BARN;GEOMETRI_1;GEOMETRI_2;GEO3;DDLat;DDLon;ORIG_OID
1024075414;570;1;1;18.09.2024;;06.06.2025 12:27;;18.09.2024;19:02:00;Onsdag;9;Påkjøring forøvrig ved venstresving;2;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;6,400000000000000;50;Vinterdriftsklasse D;15;;Fylkesveg;3092;;;;POINT (238314 6574048);Ikke gangfelt;Vikepliktsregulert kryss (skilt 202, 204, 210);UID2969530572;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra samme kjøreretning;2024;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2000;Nei;Nei;;Ja;Vestfold;39;Færder;3911;V;K;Nei;1;1;2427;;;;;Færder;3911;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030,3920 Elektro Vestfold 2025-2030;FV3092 S1D1 m2427;Fylkesveg;Eksisterende;3092;1;1;2426,697999999999865;2426,697999999999865;1175691;0,8595516;0,8595516;;;;enkelBilveg;0;;571:1024075415,571:1024075422;238312,078999999997905;6574045,086000000126660;;59,22438269N;010,41292771E;30
1024075511;570;1;1;20.09.2024;;06.06.2025 12:28;;20.09.2024;14:38:00;Fredag;9;Påkjøring bakfra;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Både midt- og kantoppmerking;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Ukjent;2;Ikke tettsted;10,199999999999999;80;;;;Fylkesveg;308;;;;POINT (237605 6581413);Ukjent;Ikke i vegkryss;UID4105369770;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2024;0;0;0;0;1;0;0;1;0;0;0;0;0;0;16343;Nei;Nei;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;2;1;279;;;;;Tønsberg;3905;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030,3920 Elektro Vestfold 2025-2030;FV308 S2D1 m279;Fylkesveg;Eksisterende;308;2;1;278,880999999999972;278,880999999999972;1175846;0,20758886;0,20758886;;;;enkelBilveg;0;;571:1024075512,571:1024075514;237602,361000000004424;6581412,137000000104308;;59,28988884N;010,39162094E;31
1024075976;570;1;1;02.09.2024;;06.06.2025 12:32;;02.09.2024;20:26:00;Mandag;9;Kryssende kjøreretninger (uten avsvinging);2;;;;;Vanlig veg/gate;4 armet kryss (X-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ukjent;;30;;13;;Kommunal veg;4240;;;;POINT (243415 6594587);Ikke gangfelt;Uregulert kryss, generell høyreregel (uten skilting);UID5408553981;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning uten avsvingning;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Horten;3901;V;K;Nei;1;1;74;;;;;Horten;3901;Vestfold;39;;;KV4240 S1D1 m74;Kommunal veg;Eksisterende;4240;1;1;74,052000000000007;74,052000000000007;1147844;0,16436186;0,16436186;;;;enkelBilveg;0;;571:1024075977,571:1024075978;243419,961000000010245;6594584,899000000208616;;59,41138426N;010,47773596E;32
1024075989;570;1;1;14.09.2024;;06.06.2025 12:32;;14.09.2024;09:22:00;Lørdag;9;Påkjøring bakfra;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;;50;Vinterdriftsklasse C;12;;Fylkesveg;3052;;;;POINT (228205 6565281);Ukjent;Ikke i vegkryss;UID8011472209;Helgedøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2024;0;0;0;0;0;0;0;1;0;0;1;0;0;0;9700;Nei;Nei;;Nei;Vestfold;39;Sandefjord;3907;V;K;Nei;1;1;9343;;;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV3052 S1D1 m5775;Fylkesveg;Eksisterende;3052;1;1;5775,025999999999840;5775,025999999999840;3126515;0,72770212;0,72770212;;;;enkelBilveg;0;;571:1024075990,571:1024075997;228200,910999999992782;6565277,014000000432134;;59,13955466N;010,24731578E;33
1024076132;570;1;1;09.12.2024;;06.06.2025 12:34;;09.12.2024;08:45:00;Mandag;12;Møting i kurve;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ukjent;5,000000000000000;60;Vinterdriftsklasse D;-6;;Fylkesveg;3252;;;;POINT (230677 6621742);Ikke gangfelt;Ikke i vegkryss;UID3352388175;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1000;Nei;Nei;;Ja;Vestfold;39;Holmestrand;3903;V;K;Nei;1;1;751;;;;;Holmestrand;3903;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2025,3850 Grønt Vestfold nord 2022-2026,3920 Elektro Vestfold 2025-2030;FV3252 S1D1 m751;Fylkesveg;Eksisterende;3252;1;1;750,672000000000025;750,672000000000025;1175791;0,60991166;0,60991166;;;;enkelBilveg;0;;571:1024076134,571:1024076136;230678,208000000013271;6621744,144000000320375;;59,64647167N;010,21967799E;34
1024076156;570;1;1;15.08.2024;;06.06.2025 12:34;;15.08.2024;11:35:00;Torsdag;8;Påkjøring av gjenstand i kjørebanen;1;;;;;Vanlig veg/gate;Planovergang;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;;50;;20;;Kommunal veg;13550;;;;POINT (238963 6579632);Ikke gangfelt;Ikke i vegkryss;UID2506846500;Yrkesdøgn;Andre ulykker;Andre ulykker(parkering o.l);2024;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;Nei;Nei;;Nei;Vestfold;39;Tønsberg;3905;V;K;Nei;1;1;36;;;;;Tønsberg;3905;Vestfold;39;;;KV13550 S1D1 m36;Kommunal veg;Eksisterende;13550;1;1;35,811999999999998;35,811999999999998;1148632;0,11261471;0,11261471;;;;enkelBilveg;0;;571:1024076157;238963,309999999997672;6579632,583999999798834;;59,27480120N;010,41757937E;35
1024076163;570;1;1;05.09.2024;;06.06.2025 12:34;;05.09.2024;08:15:00;Torsdag;9;Venstresving foran kjørende i motsatt retning;2;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;6,300000000000000;50;;;;Fylkesveg;302;;;;POINT (213817 6556509);Ikke gangfelt;Vikepliktsregulert kryss (skilt 202, 204, 210);UID5627500388;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;7900;Nei;Nei;;Nei;Vestfold;39;Larvik;3909;V;K;Nei;1;1;437;;;;;Larvik;3909;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV302 S1D1 m437;Fylkesveg;Eksisterende;302;1;1;436,764999999999986;436,764999999999986;1175836;0,04846499;0,04846499;;;;enkelBilveg;0;;571:1024076164,571:1024076172;213814,760999999998603;6556504,417000000365078;;59,05164184N;010,00828394E;36
1024076292;570;1;1;09.07.2024;;06.06.2025 12:35;;09.07.2024;15:38:00;Tirsdag;7;Påkjøring bakfra;2;;;;;Motorveg;Vegstrekning utenfor kryss/avkjørsel;Ja;Både midt- og kantoppmerking;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;4;Ikke tettsted;21,100000000000001;110;Vinterdriftsklasse A;22;;Europaveg;18;;;;POINT (236991 6595049);Ikke gangfelt;Ikke i vegkryss;UID5616943269;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2024;0;0;0;0;1;0;0;1;0;0;0;0;0;0;27799;Nei;Nei;;Ja;Vestfold;39;Horten;3901;V;K;Nei;40;1;4666;;;;;Horten;3901;Vestfold;39;RUTE3;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;EV18 S40D1 m4666;Europaveg;Eksisterende;18;40;1;4665,742000000000189;4665,742000000000189;1669366;0,7938767;0,7938767;;;;kanalisertVeg;0;;571:1024076294,571:1024076296;236981,628999999986263;6595053,856999999843538;;59,41160860N;010,36411022E;37
1024076365;570;1;1;25.02.2024;;06.06.2025 12:38;;25.02.2024;16:10:00;Søndag;2;Møting på rett vegstrekning;2;;;;;Motorveg;Vegstrekning utenfor kryss/avkjørsel;Ja;Både midt- og kantoppmerking;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;4;Ikke tettsted;21,199999999999999;100;Vinterdriftsklasse A;4;;Europaveg;18;;;;POINT (227882 6613786);Ukjent;Ikke i vegkryss;UID8070470392;Helgedøgn;Motsatt kjøreretning;Ulykke ved møting;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;27500;Nei;Nei;;Ja;Vestfold;39;Holmestrand;3903;V;K;Nei;43;1;7770;;;;;Holmestrand;3903;Vestfold;39;RUTE3;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;EV18 S43D1 m7770;Europaveg;Eksisterende;18;43;1;7770,319999999999709;7770,319999999999709;2172088;0,13073863;0,13073863;;;;kanalisertVeg;0;;571:1024076366,571:1024076369;227892,021999999997206;6613789,911000000312924;;59,57348900N;010,18065309E;38
1024076375;570;1;1;14.06.2024;;06.06.2025 12:38;;14.06.2024;11:00:00;Fredag;6;Påkjøring bakfra;3;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Ja;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;1;Tettsted;17,399999999999999;60;Vinterdriftsklasse A;;;Fylkesveg;305;;;;POINT (226100 6565200);Ikke gangfelt;Ikke i vegkryss;UID3482044065;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2024;0;0;0;0;0;0;0;3;0;0;0;0;0;0;22000;Nei;Nei;;Nei;Vestfold;39;Sandefjord;3907;V;K;Nei;1;1;614;;;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV305 S1D1 m614;Fylkesveg;Eksisterende;305;1;1;613,663999999999987;613,663999999999987;1175526;0,08379685;0,08379685;;;;kanalisertVeg;0;;571:1024076376,571:1024076379,571:1024076382;226102,513999999995576;6565202,291000000201166;;59,13754052N;010,21086455E;39
1024076383;570;1;1;21.06.2024;;06.06.2025 12:38;;21.06.2024;10:51:00;Fredag;6;Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Ukjent;2;Ikke tettsted;7,100000000000000;80;Vinterdriftsklasse B;20;;Fylkesveg;35;;;;POINT (227639 6603188);Ukjent;Ikke i vegkryss;UID7822627182;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3000;Nei;Nei;;Nei;Vestfold;39;Holmestrand;3903;V;K;Nei;7;1;577;;;;;Holmestrand;3903;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2025,3850 Grønt Vestfold nord 2022-2026,3920 Elektro Vestfold 2025-2030;FV35 S7D1 m577;Fylkesveg;Eksisterende;35;7;1;576,850000000000023;576,850000000000023;1175826;0,51737354;0,51737354;;;;enkelBilveg;0;;571:1024076384;227643,652000000001863;6603189,013000000268221;;59,47846856N;010,18983358E;40
1024076402;570;1;1;09.08.2024;;06.06.2025 12:38;;09.08.2024;23:30:00;Fredag;8;Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;Ikke tettsted;6,100000000000000;80;Vinterdriftsklasse B;15;;Fylkesveg;3186;;;;POINT (235885 6596105);Ikke gangfelt;Ikke i vegkryss;UID3586426911;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2100;Nei;Nei;;Nei;Vestfold;39;Horten;3901;V;K;Nei;1;1;1143;;;;;Horten;3901;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2025,3850 Grønt Vestfold nord 2022-2026,3920 Elektro Vestfold 2025-2030;FV3186 S1D1 m1143;Fylkesveg;Eksisterende;3186;1;1;1143,178000000000111;1143,178000000000111;1175889;0,12532827;0,12532827;;;;enkelBilveg;0;;571:1024076403;235886,075000000011642;6596103,631000000052154;;59,42031861N;010,34358166E;41
1024076427;570;1;1;04.05.2024;;06.06.2025 12:38;;04.05.2024;12:20:00;Lørdag;5;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Grus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;;50;;18;;Privat veg;5550;;;;POINT (228886 6563419);Ukjent;Ikke i vegkryss;UID1127334859;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;Nei;Nei;;Nei;Vestfold;39;Sandefjord;3907;V;K;Nei;1;1;158;;;;;Sandefjord;3907;Vestfold;39;;;PV5550 S1D1 m158;Privat veg;Eksisterende;5550;1;1;158,128999999999991;158,128999999999991;1155864;0,15505148;0,15505148;;;;enkelBilveg;0;;571:1024076428;228885,119999999995343;6563418,252999999560416;;59,12335571N;010,26153581E;42
1024076497;570;1;1;10.06.2024;;06.06.2025 12:38;;10.06.2024;17:08:00;Mandag;6;Ulykke med uklart forløp ved kryssende kj.retn hvor ett el. begge kj.tøy svinger av;2;;;;;Vanlig veg/gate;Avkjørsel;;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;6,300000000000000;60;Vinterdriftsklasse D;18;;Fylkesveg;306;;;;POINT (226027 6592021);Ukjent;Ikke i vegkryss;UID6773155238;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1000;Nei;Nei;;Nei;Vestfold;39;Tønsberg;3905;V;K;Nei;3;1;5693;;;;;Tønsberg;3905;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2025,3850 Grønt Vestfold nord 2022-2026,3920 Elektro Vestfold 2025-2030;FV306 S3D1 m5693;Fylkesveg;Eksisterende;306;3;1;5693,244999999999891;5693,244999999999891;1175539;0,6101546;0,6101546;;;;enkelBilveg;0;;571:1024076494,571:1024076504;226028,339000000007218;6592022,118999999947846;;59,37749486N;010,17569496E;43
1024076588;570;1;1;24.04.2024;;06.06.2025 12:39;;24.04.2024;21:00:00;Onsdag;4;Kjørende fra fortau eller G/S-veg krysset kjørebanen på bortsiden av krysset;2;;;;;Vanlig veg/gate;Rundkjøring;;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;Tettsted;10,500000000000000;50;;;;Fylkesveg;311;;;;POINT (241648 6579965);Skiltet gangfelt utenfor kryss;Ukjent;UID3663975349;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning uten avsvingning;2024;0;0;0;0;0;0;0;1;0;1;0;0;0;0;15000;Nei;Nei;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;3;1;432;;;;;Tønsberg;3905;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030,3920 Elektro Vestfold 2025-2030;FV311 S3D1 m432;Fylkesveg;Eksisterende;311;3;1;432,100999999999999;432,100999999999999;1175852;0,99440423;0,99440423;;;;kanalisertVeg;0;;571:1024076589,571:1024076590;241644,208000000013271;6579965,786999999545515;;59,27942910N;010,46407249E;44
1024076598;570;1;1;27.04.2024;;06.06.2025 12:39;;27.04.2024;23:37:00;Lørdag;4;Påkjøring bakfra;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;Ikke tettsted;7,300000000000000;60;Vinterdriftsklasse C;4;;Fylkesveg;256;;;;POINT (226856 6570425);Ukjent;Ikke i vegkryss;UID9686054184;Helgedøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;5000;Nei;Nei;;Ja;Vestfold;39;Sandefjord;3907;V;K;Nei;5;1;995;;;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030,3920 Elektro Vestfold 2025-2030;FV256 S5D1 m995;Fylkesveg;Eksisterende;256;5;1;994,890999999999963;994,890999999999963;1175670;0,74818885;0,74818885;;;;enkelBilveg;0;;571:1024076595,571:1024076618;226857,761999999987893;6570423,104000000283122;;59,18474794N;010,21748566E;45
1024076612;570;1;1;29.01.2024;;06.06.2025 12:39;;29.01.2024;23:00:00;Mandag;1;Ulykke med uklart forløp hvor fotgjenger gikk langs eller oppholdt seg i kj.banen;2;;;;;Annet (plass m.m.);Annet (P-plass, torv, o. l.);;Ukjent;Ukjent;Ukjent;Ukjent;Ukjent;Annet;2;Tettsted;;;;;;Privat veg;99999;;;;POINT (226184 6564812);Ikke gangfelt;Ikke i vegkryss;UID7983725400;Yrkesdøgn;Fotgjenger/akende;Fotgjenger langs vegen eller i kjørebanen;2024;0;0;1;0;0;0;0;1;0;0;0;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Sandefjord;3907;F;K;Nei;1;1;0;;;;;Lebesby;5624;Finnmark;56;;;PF99999 S1D1 m0;Privat veg;Fiktiv;99999;1;1;0;0;930223;0;0;;;;enkelBilveg;0;;571:1024076610,571:1024076619;;;;;;46
1024076635;570;1;1;03.04.2024;;06.06.2025 12:39;;03.04.2024;15:50:00;Onsdag;4;Møting på rett vegstrekning;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;6,700000000000000;30;Vinterdriftsklasse C;4;;Fylkesveg;2990;;;;POINT (214578 6556665);Gangfelt utenfor kryss, ukjent regulering;Ikke i vegkryss;UID0422395390;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;500;Nei;Nei;;Ja;Vestfold;39;Larvik;3909;V;K;Nei;1;1;4207;;;;;Larvik;3909;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV2990 S1D1 m4207;Fylkesveg;Eksisterende;2990;1;1;4206,948999999999614;4206,948999999999614;1175609;0,86562127;0,86562127;;;;enkelBilveg;0;;571:1024076637,571:1024076639;214577,766000000003260;6556664,197999999858439;;59,05358202N;010,02132698E;47
1024076773;570;1;1;06.04.2024;;06.06.2025 12:42;;06.04.2024;13:45:00;Lørdag;4;Høyresving foran kjørende i samme retning;2;;;;;Vanlig veg/gate;Rundkjøring;Nei;Ukjent;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;1;Ikke tettsted;5,000000000000000;60;;5;;Fylkesveg;325;;;;POINT (238417 6581688);Ukjent;Ukjent;UID5862418479;Helgedøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Tønsberg;3905;V;K;Nei;1;1;3910;1;53;;;Tønsberg;3905;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030,3920 Elektro Vestfold 2025-2030;FV325 S1D1 m3910 KD1 m54;Fylkesveg;Eksisterende;325;1;1;53,561000000000000;53,561000000000000;1175475;0,53287801;0,53287801;;;;rundkjøring;0;;571:1024076774,571:1024076775;238416,277000000001863;6581687,991999999620020;;59,29286224N;010,40552857E;48
1024076783;570;1;1;15.04.2024;;06.06.2025 12:42;;15.04.2024;08:15:00;Mandag;4;Skifte av felt til høyre;2;;;;;Vanlig veg/gate;Rundkjøring;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;5,100000000000000;40;Vinterdriftsklasse D;4;;Fylkesveg;3030;;;;POINT (226181 6564981);Gangfelt utenfor kryss, ukjent regulering;Ukjent;UID8724517606;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2024;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1500;Nei;Ja;;Ja;Vestfold;39;Sandefjord;3907;V;K;Nei;1;1;7731;;;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV3030 S1D1 m7731;Fylkesveg;Eksisterende;3030;1;1;7730,715000000000146;7730,715000000000146;1175636;0,99869982;0,99869982;;;;kanalisertVeg;0;;571:1024076784,571:1024076861;226181,258000000001630;6564974,953999999910593;;59,13555673N;010,21252046E;49
