OBJ.VEGOBJEKT-ID;OBJ.TYPE-ID;OBJ.VERSJON;MET.FØRSTE FOREKOMST;MET.OPPRETTET DATO;OBJ.STARTDATO;OBJ.SLUTTDATO;OBJ.SIST MODIFISERT;EGS.ALVORLIGHETSGRAD.5074;EGS.ULYKKESDATO.5055;EGS.ULYKKESKLOKKESLETT.5056;EGS.UKEDAG.5054;EGS.MÅNED (NY).11898;EGS.ULYKKESKODE.5066;EGS.ANTALL ENHETER (STK).5069;EGS.ANTALL DREPTE I ULYKKEN (STK).5070;EGS.ANTALL MEGET ALVORLIG SKADET (STK).5071;EGS.ANTALL ALVORLIG SKADET (STK).5072;EGS.ANTALL LETTERE SKADET (STK).5073;EGS.VEGTYPE.5075;EGS.STEDSFORHOLD.5076;EGS.FYSISK MIDTDELER/MIDTREKKVERK.5758;EGS.FORSTERKET VEGOPPMERKING.10736;EGS.DEKKETYPE.5077;EGS.FØREFORHOLD.5078;EGS.VÆRFORHOLD.5079;EGS.LYSFORHOLD.5080;EGS.KJØREFELTTYPE.5081;EGS.ANTALL KJØREFELT (STK).5082;EGS.TETTSTED.5083;EGS.VEGBREDDE (M).5084;EGS.FARTSGRENSE (KM/H).5085;EGS.VINTERDRIFTSKLASSE (NY).11899;EGS.TEMPERATUR (ºC).5086;EGS.HISTORISK VEGSTATUS.5163;EGS.HISTORISK VEGKATEGORI.5115;EGS.HISTORISK VEGNUMMER.5116;EGS.HISTORISK HP.5117;EGS.HISTORISK KILOMETERVERDI.5118;EGS.STEDFESTINGENS NØYAKTIGHET.5120;EGS.GEOMETRI, PUNKT.5123;EGS.REGULERING GANGFELT (NY).11904;EGS.REGULERING VEGKRYSS (NY).11905;EGS.UID (NY).11906;EGS.UKEDAGSTYPE (NY).11907;EGS.ULYKKESTYPE (NY).11908;EGS.ULYKKESTYPE UNDERKATEGORI (NY).11909;EGS.ÅR (NY).11910;EGS.ANTALL ANDRE ENHETER (NY) (STK).11911;EGS.ANTALL BUSS (NY) (STK).11912;EGS.ANTALL FOTGJENGERE (NY) (STK).11913;EGS.ANTALL LASTEBIL (NY) (STK).11914;EGS.ANTALL LETT MC (NY) (STK).11915;EGS.ANTALL MC (NY) (STK).11916;EGS.ANTALL MOPED (NY) (STK).11917;EGS.ANTALL PERSONBIL (NY) (STK).11918;EGS.ANTALL SKINNEGÅENDE MATERIELL (NY) (STK).11919;EGS.ANTALL LITEN ELEKTRISK MOTORVOGN (STK).12625;EGS.ANTALL SYKKEL (NY) (STK).11920;EGS.ANTALL TRAKTOR (NY) (STK).11921;EGS.ANTALL UKJENTE ENHETER (NY) (STK).11922;EGS.ANTALL VAREBIL (NY) (STK).11923;EGS.ÅDT (NY).11924;EGS.ATK, INFLUENSSTREKNING (NY).11925;EGS.FARTSDEMPENDE TILTAK (NY).11926;EGS.MC-SKINNE (NY).11927;EGS.VEGBELYSNING (NY).11928;EGS.FYLKENAVN (NY).11900;EGS.FYLKENUMMER (NY).11901;EGS.KOMMUNENAVN (NY).11902;EGS.KOMMUNENUMMER (NY).11903;EGS.HISTORISK VEGFASE (NY).11937;EGS.HISTORISK TRAFIKANTGRUPPE (NY).11935;EGS.HISTORISK ARM (NY).11929;EGS.HISTORISK VEGSTREKNING (NY).11938;EGS.HISTORISK VEGDELSTREKNING (NY).11936;EGS.HISTORISK METERVERDI (NY).11932;EGS.HISTORISK KRYSSDEL (NY).11930;EGS.HISTORISK KRYSSDEL METERVERDI (NY).11931;EGS.HISTORISK SIDEANLEGGSDEL (NY).11933;EGS.HISTORISK SIDEANLEGGSDEL METERVERDI (NY).11934;LOK.KOMMUNE;LOK.KOMMUNENUMMER;LOK.FYLKE;LOK.FYLKESNUMMER;LOK.RIKSVEGRUTE;LOK.KONTRAKTSOMRÅDE;VSR.VEGSYSTEMREFERANSE;VSR.VEGKATEGORI;VSR.FASE;VSR.VEGNUMMER;VSR.STREKNING;VSR.DELSTREKNING;VSR.FRA_METER;VSR.TIL_METER;LOK.VEGLENKESEKVENSID;LOK.STARTPOSISJON;LOK.SLUTTPOSISJON;LOK.RETNING;LOK.SIDEPOSISJON;LOK.KJØREFELT;LOK.TYPEVEG;LOK.LENGDE;REL.FORELDER;REL.BARN;GEOMETRI_1;GEOMETRI_2
1024076908;570;1;1;;21.04.2024;;2025-06-06T12:43:52;;21.04.2024;15:48:00;Søndag;4;Påkjøring bakfra;2;;;;;Motorveg;Vegstrekning utenfor kryss/avkjørsel;Ja;Midtoppmerking;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;4;Ikke tettsted;21,2;100;Vinterdriftsklasse A;10;;Europaveg;18;;;;POINT (228506 6607352);Ukjent;Ukjent;UID2579545932;Helgedøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;24500;Nei;Nei;;Nei;Vestfold;39;Holmestrand;3903;V;K;Nei;43;1;1005;;;;;Holmestrand;3903;Vestfold;39;RUTE3;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;EV18 S43D1 m1005;Europaveg;Eksisterende;18;43;1;1005,103;1005,103;2172084;0,82145338;0,82145338;;;;kanalisertVeg;0;;571:1024076909,571:1024076912;228497,39;6607351,571
1024076910;570;1;1;;28.03.2024;;2025-06-06T12:43:52;;28.03.2024;21:42:00;Torsdag;3;Enslig kjøretøy kjørte utfor på venstre side på rett vegstrekning;1;;;;;Motorveg;Tunnel (primært for motorkjøretøy);Ja;Kantoppmerking;Asfalt, oljegrus;Våt, bar veg;Dårlig sikt, nedbør;Mørkt med vegbelysning;Vanlig kjørefelt;4;Ikke tettsted;20,7;110;Vinterdriftsklasse A;5;;Europaveg;18;;;;POINT (226325 6570910);Ikke gangfelt;Ikke i vegkryss;UID3469017180;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;0;0;0;1;0;0;0;0;0;0;34240;Nei;Nei;;Ja;Vestfold;39;Sandefjord;3907;V;K;Nei;35;1;1812;;;;;Sandefjord;3907;Vestfold;39;RUTE3;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;EV18 S35D1 m1812;Europaveg;Eksisterende;18;35;1;1812,308;1812,308;2258382;0,73303196;0,73303196;;;;kanalisertVeg;0;;571:1024076911;226326,281;6570916,048
1024076954;570;1;1;;21.04.2024;;2025-06-06T12:43:52;;21.04.2024;22:10:00;Søndag;4;Møting på rett vegstrekning;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt uten vegbelysning;Vanlig kjørefelt;2;Ikke tettsted;4,9;80;Vinterdriftsklasse D;7;;Fylkesveg;3178;;;;POINT (234934 6590869);Ukjent;Ikke i vegkryss;UID6560178658;Helgedøgn;Motsatt kjøreretning;Ulykke ved møting;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;350;Nei;Nei;;Nei;Vestfold;39;Tønsberg;3905;V;K;Nei;3;1;2156;;;;;Tønsberg;3905;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2025,3850 Grønt Vestfold nord 2022-2026,3920 Elektro Vestfold 2025-2030;FV3178 S3D1 m2156;Fylkesveg;Eksisterende;3178;3;1;2156,163;2156,163;1175887;0,30456195;0,30456195;;;;enkelBilveg;0;;571:1024076955,571:1024076960;234932,849;6590869,263
1024077077;570;1;1;;15.04.2024;;2025-06-06T12:44:44;;15.04.2024;17:42:00;Mandag;4;Enslig kjøretøy kjørte utfor på venstre side på rett vegstrekning;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;5,4;60;Vinterdriftsklasse D;10;;Fylkesveg;3160;;;;POINT (229631 6581666);Ukjent;Ikke i vegkryss;UID1015673309;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;0;0;0;1;0;0;0;0;0;0;800;Nei;Nei;;Ja;Vestfold;39;Sandefjord;3907;V;K;Nei;2;1;3796;;;;;Sandefjord;3907;Vestfold;39;;;KV51109 S2D1 m2193;Kommunal veg;Eksisterende;51109;2;1;2193,458;2193,458;1175734;0,94030708;0,94030708;;;;enkelBilveg;0;;571:1024077078;229626,777;6581667,923
1024077099;570;1;1;;22.04.2024;;2025-06-06T12:44:44;;22.04.2024;22:10:00;Mandag;4;Fotgjenger krysset kjørebanen foran høyresvingende kjøretøy i kryss;2;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);;Ukjent;Ukjent;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;Tettsted;;30;;3;;Kommunal veg;16400;;;;POINT (227696 6564099);Ikke gangfelt;Vikepliktsregulert kryss (skilt 202, 204, 210);UID1078979953;Yrkesdøgn;Fotgjenger/akende;Fotgjenger krysset kjørebanen;2024;0;0;1;0;0;0;0;1;0;0;0;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Sandefjord;3907;V;K;Nei;1;1;384;;;;;Sandefjord;3907;Vestfold;39;;;KV16400 S1D1 m384;Kommunal veg;Eksisterende;16400;1;1;384,089;384,089;1148866;0,86816554;0,86816554;;;;enkelBilveg;0;;571:1024077100,571:1024077102;227694,102;6564094,326
1024077104;570;1;1;;04.04.2024;;2025-06-06T12:44:44;;04.04.2024;13:50:00;Torsdag;4;Uhell med uklart forløp mellom kjøretøy med samme kjøreretning;12;;;;;Motorveg;Tunnel (primært for motorkjøretøy);Ja;Ukjent;Asfalt, oljegrus;Delvis snø / isbelagt veg;Dårlig sikt, nedbør;Dagslys;Ukjent;4;Ikke tettsted;16;110;Vinterdriftsklasse A;0;;Europaveg;18;;;;POINT (237117 6593422);Ukjent;Ukjent;UID6867897869;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2024;0;0;0;2;0;0;0;6;0;0;0;0;0;4;27799;Nei;Nei;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;40;1;3017;;;;;Tønsberg;3905;Vestfold;39;RUTE3;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;EV18 S40D1 m3017;Europaveg;Eksisterende;18;40;1;3017,275;3017,275;1669395;0,03504298;0,03504298;;;;kanalisertVeg;0;;571:1024076998,571:1024076999,571:1024077002,571:1024077003,571:1024077005,571:1024077010,571:1024077012,571:1024077014,571:1024077016,571:1024077017,571:1024077105,571:1024077107;237129,4;6593431,113
1024077125;570;1;1;;21.02.2024;;2025-06-06T12:46:31;;21.02.2024;11:34:00;Onsdag;2;Møting på rett vegstrekning;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Våt, bar veg;Dårlig sikt, tåke eller dis;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;5,8;80;Vinterdriftsklasse D;4;;Fylkesveg;312;;;;POINT (222789 6605844);Ikke gangfelt;Ikke i vegkryss;UID6546079422;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2024;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1000;Nei;Nei;;Nei;Vestfold;39;Holmestrand;3903;V;K;Nei;5;1;6467;;;;;Holmestrand;3903;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2025,3850 Grønt Vestfold nord 2022-2026,3920 Elektro Vestfold 2025-2030;FV312 S5D1 m6467;Fylkesveg;Eksisterende;312;5;1;6467,125;6467,125;1175569;0,54887099;0,54887099;;;;enkelBilveg;0;;571:1024077127,571:1024077131;222787,815;6605845,018
1024077340;570;1;1;;06.02.2024;;2025-06-06T12:48:27;;06.02.2024;16:42:00;Tirsdag;2;Påkjøring bakfra;6;;;;;Motorveg;Vegstrekning utenfor kryss/avkjørsel;Ja;Både midt- og kantoppmerking;Asfalt, oljegrus;Snø / isbelagt veg;Dårlig sikt, nedbør;Mørkt med vegbelysning;Vanlig kjørefelt;4;Ikke tettsted;25,2;110;Vinterdriftsklasse A;0;;Europaveg;18;;;;POINT (226162 6569344);Ukjent;Ikke i vegkryss;UID3548104328;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2024;0;0;0;0;0;0;0;6;0;0;0;0;0;0;26000;Nei;Nei;;Ja;Vestfold;39;Sandefjord;3907;V;K;Nei;35;1;221;;;;;Sandefjord;3907;Vestfold;39;RUTE3;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;EV18 S35D1 m221;Europaveg;Eksisterende;18;35;1;221,43;221,43;2258468;0,8440635;0,8440635;;;;kanalisertVeg;0;;571:1024077341,571:1024077348,571:1024077350,571:1024077357,571:1024077359,571:1024077364;226168,168;6569341,059
1024077804;570;1;1;;08.01.2024;;2025-06-06T12:52:34;;08.01.2024;07:00:00;Mandag;1;Påkjøring bakfra;2;;;;;Vanlig veg/gate;Rundkjøring;Nei;Ukjent;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;Tettsted;7,4;50;;-15;;Fylkesveg;310;;;;POINT (244188 6595009);Gangfelt i kryss;Vikepliktsregulert kryss (skilt 202, 204, 210);UID9016279435;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;5000;Nei;Nei;;Nei;Vestfold;39;Horten;3901;V;K;Ja;3;10;1459;;;;;Horten;3901;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030,3920 Elektro Vestfold 2025-2030;FV310 S3D10 m1460;Fylkesveg;Eksisterende;310;3;10;1459,746;1459,746;1175559;0,06507549;0,06507549;;;;kanalisertVeg;0;;571:1024077805,571:1024077806;244181,138;6595006,304
1024077927;570;1;1;;09.01.2024;;2025-06-06T12:53:32;;09.01.2024;13:14:00;Tirsdag;1;Påkjøring bakfra;2;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;8,4;60;Vinterdriftsklasse D;-8;;Fylkesveg;3140;;;;POINT (239650 6591344);Ikke gangfelt;Vikepliktsregulert kryss (skilt 202, 204, 210);UID4288735132;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1000;Nei;Nei;;Ja;Vestfold;39;Horten;3901;V;K;Nei;1;1;17;;;;;Horten;3901;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030,3920 Elektro Vestfold 2025-2030;FV3140 S1D1 m17;Fylkesveg;Eksisterende;3140;1;1;17,46;17,46;1827291;0,03078207;0,03078207;;;;kanalisertVeg;0;;571:1024077928,571:1024077929;239651,931;6591346,951
1024078038;570;1;1;;19.01.2024;;2025-06-06T12:54:35;;19.01.2024;10:30:00;Fredag;1;Møting på rett vegstrekning;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;8,2;60;Vinterdriftsklasse B;-15;;Fylkesveg;3176;;;;POINT (237086 6584587);Ikke gangfelt;Ikke i vegkryss;UID7390671644;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1300;Nei;Nei;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;1;1;9976;;;;;Tønsberg;3905;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2025,3850 Grønt Vestfold nord 2022-2026,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030,3920 Elektro Vestfold 2025-2030;FV3176 S1D1 m9976;Fylkesveg;Eksisterende;3176;1;1;9975,91;9975,91;1175815;0,09149367;0,09149367;;;;enkelBilveg;0;;571:1024078039,571:1024078046;237079,953;6584590,116
1024078086;570;1;1;;21.01.2024;;2025-06-06T12:54:35;;21.01.2024;19:50:00;Søndag;1;Møting i kurve;3;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, nedbør;Mørkt med vegbelysning;Ukjent;2;Ikke tettsted;8,2;60;;1;;Fylkesveg;310;;;;POINT (242049 6597687);Ukjent;Ikke i vegkryss;UID5907438914;Helgedøgn;Motsatt kjøreretning;Ulykke ved møting;2024;0;0;0;0;0;0;0;3;0;0;0;0;0;0;7196;Nei;Nei;;Ja;Vestfold;39;Horten;3901;V;K;Nei;2;1;1039;;;;;Horten;3901;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030,3920 Elektro Vestfold 2025-2030;FV310 S2D1 m1039;Fylkesveg;Eksisterende;310;2;1;1038,791;1038,791;1175851;0,66569031;0,66569031;;;;enkelBilveg;0;;571:1024077996,571:1024078087,571:1024078093;242046,288;6597684,376
1024079347;570;1;1;;26.01.2024;;2025-06-06T12:55:46;;26.01.2024;18:52:00;Fredag;1;Påkjøring bakfra;3;;;;;Vanlig veg/gate;4 armet kryss (X-kryss);Ja;Ukjent;Asfalt, oljegrus;Våt, bar veg;Dårlig sikt forøvrig;Mørkt med vegbelysning;Vanlig kjørefelt;4;Tettsted;15,5;60;Vinterdriftsklasse A;4;;Fylkesveg;308;;;;POINT (238659 6577442);Ikke gangfelt;Signalregulert kryss;UID7784134525;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2024;0;1;0;0;0;0;0;2;0;0;0;0;0;0;26684;Nei;Nei;;Ja;Vestfold;39;Færder;3911;V;K;Nei;3;1;3090;;;;;Færder;3911;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030,3920 Elektro Vestfold 2025-2030;FV308 S3D1 m3090;Fylkesveg;Eksisterende;308;3;1;3090,379;3090,379;1175848;0,05599802;0,05599802;;;;kanalisertVeg;0;;571:1024079348,571:1024079350,571:1024079354;238663,407;6577442,956
1024079368;570;1;1;;25.01.2024;;2025-06-06T12:55:46;;25.01.2024;15:39:00;Torsdag;1;Fotgjenger krysset kjørebanen i gangfelt utenfor kryss;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ja;Ukjent;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;11,8;40;Vinterdriftsklasse C;1;;Fylkesveg;303;;;;POINT (220523 6556416);Skiltet gangfelt utenfor kryss;Ikke i vegkryss;UID4862066725;Yrkesdøgn;Fotgjenger/akende;Fotgjenger krysset kjørebanen;2024;0;0;1;0;0;0;0;1;0;0;0;0;0;0;6000;Nei;Ja;;Ja;Vestfold;39;Larvik;3909;V;K;Nei;1;1;7452;;;;;Larvik;3909;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV303 S1D1 m7452;Fylkesveg;Eksisterende;303;1;1;7452,342;7452,342;1175837;0,35742404;0,35742404;;;;kanalisertVeg;0;;571:1024079369,571:1024079370;220527,227;6556412,8
1024079421;570;1;1;;15.02.2024;;2025-06-06T12:57:36;;15.02.2024;15:24:00;Torsdag;2;Møting i kurve;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Delvis snø / isbelagt veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;8,4;80;Vinterdriftsklasse B;0;;Fylkesveg;32;;;;POINT (206561 6585149);Ikke gangfelt;Ikke i vegkryss;UID4032353990;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2278;Nei;Nei;;Nei;Vestfold;39;Larvik;3909;V;K;Nei;4;1;3042;;;;;Larvik;3909;Vestfold;39;;3805 Grenland 2021-2026,3820 Elektro øst 2021-2025,3851 Grønt Grenland 2022-2026,3920 Elektro Vestfold 2025-2030;FV32 S4D1 m3042;Fylkesveg;Eksisterende;32;4;1;3042,464;3042,464;1175479;0,51282963;0,51282963;;;;enkelBilveg;0;;571:1024079422,571:1024079425;206560,843;6585149,312
1024079451;570;1;1;;27.04.2024;;2025-06-06T12:57:36;;27.04.2024;13:55:00;Lørdag;4;Avsvinging til venstre foran kjørende i motsatt retning;2;;;;;Vanlig veg/gate;4 armet kryss (X-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;9,9;30;Vinterdriftsklasse A;;;Fylkesveg;308;;;;POINT (238405 6578590);Gangfelt i kryss;Signalregulert kryss;UID8122844073;Helgedøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra motsatte kjøreretning;2024;0;0;0;0;0;1;0;1;0;0;0;0;0;0;15648;Nei;Nei;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;3;1;1711;;;;;Tønsberg;3905;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030,3920 Elektro Vestfold 2025-2030;FV308 S3D1 m1711;Fylkesveg;Eksisterende;308;3;1;1710,509;1710,509;1175548;0,65718952;0,65718952;;;;enkelBilveg;0;;571:1024079452,571:1024079459;238403;6578591,5
1024079508;570;1;1;;07.08.2024;;2025-06-06T12:58:59;;07.08.2024;20:20:00;Onsdag;8;Enslig kjøretøy kjørte utfor på venstre side i venstrekurve;1;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;;30;;18;;Kommunal veg;18000;;;;POINT (232161 6595885);Ikke gangfelt;Uregulert kryss, generell høyreregel (uten skilting);UID0778222388;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;Nei;Nei;;Nei;Vestfold;39;Tønsberg;3905;V;K;Nei;1;100;7;;;;;Tønsberg;3905;Vestfold;39;;;KV18000 S1D100 m7;Kommunal veg;Eksisterende;18000;1;100;7,354;7,354;1150457;0,07476941;0,07476941;;;;enkelBilveg;0;;571:1024079509;232163,861;6595884,992
1024079572;570;1;1;;13.04.2024;;2025-06-06T12:58:59;;13.04.2024;12:03:00;Lørdag;4;Ulykke med uklart forløp hvor enslig kjøretøy kjørte utfor vegen;1;;;;;Vanlig veg/gate;Avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;4,8;30;;;;Kommunal veg;22425;;;;POINT (218994 6560212);Ikke gangfelt;Ikke i vegkryss;UID9373954835;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;Nei;Ja;;Nei;Vestfold;39;Larvik;3909;V;K;Nei;1;1;94;;;;;Larvik;3909;Vestfold;39;;;KV22425 S1D1 m94;Kommunal veg;Eksisterende;22425;1;1;93,52;93,52;1149548;0,27812391;0,27812391;;;;enkelBilveg;0;;571:1024079573;218993,817;6560214,162
1024079663;570;1;1;;12.06.2024;;2025-06-06T12:59:52;;12.06.2024;12:06:00;Onsdag;6;Venstresving foran kjørende i motsatt retning;2;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;6,4;50;Vinterdriftsklasse D;;;Fylkesveg;3150;;;;POINT (241770 6579913);Gangfelt i kryss;Vikepliktsregulert kryss (skilt 202, 204, 210);UID3769466390;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1500;Nei;Nei;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;1;1;114;;;;;Tønsberg;3905;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030,3920 Elektro Vestfold 2025-2030;FV3150 S1D1 m114;Fylkesveg;Eksisterende;3150;1;1;113,871;113,871;1175725;0,02413874;0,02413874;;;;enkelBilveg;0;;571:1024079664,571:1024079667;241768,608;6579913,449
1024080033;570;1;1;;07.09.2024;;2025-06-06T13:05:19;;07.09.2024;00:49:00;Lørdag;9;Enslig kjøretøy kjørte utfor på venstre side i høyrekurve;1;;;;;Vanlig veg/gate;Rundkjøring;;Ukjent;Ukjent;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;Tettsted;;50;Vinterdriftsklasse B;15;;Fylkesveg;313;;;;POINT (229974 6614902);Skiltet gangfelt utenfor kryss;Ukjent;UID6631354598;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3500;Nei;Nei;;Nei;Vestfold;39;Holmestrand;3903;V;K;Nei;2;1;1245;;;;;Holmestrand;3903;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2025,3850 Grønt Vestfold nord 2022-2026,3920 Elektro Vestfold 2025-2030;FV313 S2D1 m1245;Fylkesveg;Eksisterende;313;2;1;1244,655;1244,655;3367126;0,14124224;0,14124224;;;;enkelBilveg;0;;571:1024080034;229975,177;6614901,87
