VEGOBJEKT-ID;TYPE-ID;VERSJON;FØRSTE FOREKOMST;STARTDATO;SLUTTDATO;SIST MODIFISERT;ALVORLIGHETSGRAD;ULYKKESDATO;ULYKKESKLOKKESLETT;UKEDAG;MÅNED (NY);ULYKKESKODE;ANTALL ENHETER (STK);ANTALL DREPTE I ULYKKEN (STK);ANTALL MEGET ALVORLIG SKADET (STK);ANTALL ALVORLIG SKADET (STK);ANTALL LETTERE SKADET (STK);VEGTYPE;STEDSFORHOLD;FYSISK MIDTDELER/MIDTREKKVERK;FORSTERKET VEGOPPMERKING;DEKKETYPE;FØREFORHOLD;VÆRFORHOLD;LYSFORHOLD;KJØREFELTTYPE;ANTALL KJØREFELT (STK);TETTSTED;VEGBREDDE (M);FARTSGRENSE (KM/H);VINTERDRIFTSKLASSE (NY);TEMPERATUR (ºC);HISTORISK VEGSTATUS;HISTORISK VEGKATEGORI;HISTORISK VEGNUMMER;HISTORISK HP;HISTORISK KILOMETERVERDI;STEDFESTINGENS NØYAKTIGHET;GEOMETRI, PUNKT;REGULERING GANGFELT (NY);REGULERING VEGKRYSS (NY);UID (NY);UKEDAGSTYPE (NY);ULYKKESTYPE (NY);ULYKKESTYPE UNDERKATEGORI (NY);ÅR (NY);ANTALL ANDRE ENHETER (NY) (STK);ANTALL BUSS (NY) (STK);ANTALL FOTGJENGERE (NY) (STK);ANTALL LASTEBIL (NY) (STK);ANTALL LETT MC (NY) (STK);ANTALL MC (NY) (STK);ANTALL MOPED (NY) (STK);ANTALL PERSONBIL (NY) (STK);ANTALL SKINNEGÅENDE MATERIELL (NY) (STK);ANTALL LITEN ELEKTRISK MOTORVOGN (STK);ANTALL SYKKEL (NY) (STK);ANTALL TRAKTOR (NY) (STK);ANTALL UKJENTE ENHETER (NY) (STK);ANTALL VAREBIL (NY) (STK);ÅDT (NY);ATK, INFLUENSSTREKNING (NY);FARTSDEMPENDE TILTAK (NY);MC-SKINNE (NY);VEGBELYSNING (NY);FYLKENAVN (NY);FYLKENUMMER (NY);KOMMUNENAVN (NY);KOMMUNENUMMER (NY);HISTORISK VEGFASE (NY);HISTORISK TRAFIKANTGRUPPE (NY);HISTORISK ARM (NY);HISTORISK VEGSTREKNING (NY);HISTORISK VEGDELSTREKNING (NY);HISTORISK METERVERDI (NY);HISTORISK KRYSSDEL (NY);HISTORISK KRYSSDEL METERVERDI (NY);HISTORISK SIDEANLEGGSDEL (NY);HISTORISK SIDEANLEGGSDEL METERVERDI (NY);LOK.KOMMUNE;LOK.KOMMUNENUMMER;LOK.FYLKE;LOK.FYLKESNUMMER;LOK.RIKSVEGRUTE;LOK.KONTRAKTSOMRÅDE;LOK.VEGSYSTEMREFERANSE;LOK.VEGKATEGORI;LOK.FASE;LOK.VEGNUMMER;LOK.STREKNING;LOK.DELSTREKNING;FRA METER;TIL METER;VEGLENKESEKVENSID;STARTPOSISJON;SLUTTPOSISJON;STREKNING.RETNING;SIDEPOSISJON;KJØREFELT;TYPEVEG;LENGDE;MOR;BARN;GEOMETRI;GEOMETRI_2;GEOMETRI_3
1019210235;570;1;1;29.05.2023;;2024-06-03T19:47:56;;29.05.2023;05:30:00;Mandag;5;Enslig kjøretøy kjørte utfor på venstre side i høyrekurve;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;7,9;60;;12;;Fylkesveg;3186;;;;POINT (235096 6596226);Ukjent;Ikke i vegkryss;UID7232530310;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2023;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2275;Nei;Nei;;Nei;Vestfold;39;Tønsberg;3905;V;K;Nei;2;1;623;;;;;Tønsberg;3905;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2026,3850 Grønt Vestfold nord 2022-2026;FV3186 S2D1 m623;Fylkesveg;Eksisterende;3186;2;1;623,245;623,245;1175889;0,21709089;0,21709089;;;;enkelBilveg;0;;571:1019210236;235097,82;6596225,60;104.093
1019210343;570;1;1;18.05.2023;;2024-06-03T19:48:34;;18.05.2023;13:04:00;Torsdag;5;Forbikjøring;2;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;8,1;40;Vinterdriftsklasse D;20;;Fylkesveg;3196;;;;POINT (242790 6594555);Gangfelt utenfor kryss, ukjent regulering;Ukjent;UID8514399633;Helgedøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2023;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2700;Nei;Nei;;Ja;Vestfold;39;Horten;3901;V;K;Nei;1;1;34;;;;;Horten;3901;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030;FV3196 S1D1 m34;Fylkesveg;Eksisterende;3196;1;1;33,655;33,655;1175760;0,04681369;0,04681369;;;;enkelBilveg;0;;571:1019210345,571:1019210347;242791,24;6594556,05;36.6
1019210348;570;1;1;19.09.2023;;2024-06-03T19:48:34;;19.09.2023;12:10:00;Tirsdag;9;Fotgjenger påkjørt på fortau;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;;Ukjent;Asfalt, oljegrus;Ukjent;Ukjent;Dagslys;Vanlig kjørefelt;2;Tettsted;;50;;;;Kommunal veg;51074;;;;POINT (231511 6574211);Ikke gangfelt;Ikke i vegkryss;UID4426363489;Yrkesdøgn;Fotgjenger/akende;Fotgjenger langs vegen eller i kjørebanen;2023;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1847;Nei;Nei;;Nei;Vestfold;39;Sandefjord;3907;V;K;Nei;1;1;228;;;;;Sandefjord;3907;Vestfold;39;;;KV51074 S1D1 m228;Kommunal veg;Eksisterende;51074;1;1;228,431;228,431;1150675;0,23411649;0,23411649;;;;enkelBilveg;0;;571:1019210349,571:1019210350;231510,72;6574205,42;72.471
1019210422;570;1;1;07.10.2023;;2024-06-03T19:49:12;;07.10.2023;11:20:00;Lørdag;10;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;4,7;80;Vinterdriftsklasse D;;;Fylkesveg;306;;;;POINT (214991 6588182);Ikke gangfelt;Ikke i vegkryss;UID9534936509;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2023;0;0;0;0;0;1;0;0;0;0;0;0;0;0;250;Nei;Nei;;Nei;Vestfold;39;Larvik;3909;V;K;Nei;6;1;322;;;;;Larvik;3909;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2026,3850 Grønt Vestfold nord 2022-2026;FV306 S6D1 m322;Fylkesveg;Eksisterende;306;6;1;321,614;321,614;1175541;0,67131313;0,67131313;;;;enkelBilveg;0;;571:1019210419;214997,29;6588179,90;242.641
1019210535;570;1;1;08.10.2023;;2024-06-03T19:49:50;;08.10.2023;18:21:00;Søndag;10;Ulykke med uklart forløp hvor fotgjenger gikk langs eller oppholdt seg i kj.banen;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;5,9;40;;6;;Kommunal veg;31560;;;;POINT (215158 6557329);Ikke gangfelt;Ikke i vegkryss;UID0102415379;Helgedøgn;Fotgjenger/akende;Fotgjenger langs vegen eller i kjørebanen;2023;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Larvik;3909;V;K;Nei;2;1;383;;;;;Larvik;3909;Vestfold;39;;;KV31560 S2D1 m383;Kommunal veg;Eksisterende;31560;2;1;382,844;382,844;1149685;0,29791001;0,29791001;;;;enkelBilveg;0;;571:1019210536;215158,95;6557328,02;66.809
1019210613;570;1;1;19.10.2023;;2024-06-03T19:50:29;;19.10.2023;16:34:00;Torsdag;10;Kjørende fra fortau / G/S-veg krysset kjørebanen utenfor kryss;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Ja;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;6,8;40;Vinterdriftsklasse C;4;;Fylkesveg;3052;;;;POINT (225333 6565942);Skiltet gangfelt utenfor kryss;Ikke i vegkryss;UID9267080367;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning uten avsvingning;2023;0;0;0;0;0;0;0;1;0;1;0;0;0;0;3000;Nei;Nei;;Ja;Vestfold;39;Sandefjord;3907;V;K;Nei;1;1;2007;;;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030;FV3052 S1D1 m2007;Fylkesveg;Eksisterende;3052;1;1;2007,269;2007,269;1175872;0,99517033;0,99517033;;;;kanalisertVeg;0;;571:1019210614,571:1019210623;225334,97;6565945,23;56.529
1019210640;570;1;1;08.10.2023;;2024-06-03T19:50:29;;08.10.2023;19:50:00;Søndag;10;Enslig kjøretøy veltet i kjørebanen;1;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;Ikke tettsted;11;50;;;;Fylkesveg;325;;;;POINT (241920 6591166);Skiltet gangfelt utenfor kryss;Vikepliktsregulert kryss (skilt 202, 204, 210);UID4248301820;Helgedøgn;Andre ulykker;Andre ulykker(parkering o.l);2023;0;0;0;0;0;1;0;0;0;0;0;0;0;0;10783;Nei;Ja;;Ja;Vestfold;39;Horten;3901;V;K;Nei;3;1;3319;;;;;Horten;3901;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030;FV325 S3D1 m3319;Fylkesveg;Eksisterende;325;3;1;3318,671;3318,671;1175821;0,18149781;0,18149781;;;;kanalisertVeg;0;;571:1019210641;241924,91;6591161,01;30.191
1019210659;570;1;1;19.05.2023;;2024-06-03T19:50:29;;19.05.2023;14:01:00;Fredag;5;Påkjøring av gjenstand i kjørebanen;1;;;;;Motorveg;Vegstrekning utenfor kryss/avkjørsel;Ja;Både midt- og kantoppmerking;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Ukjent;4;Ikke tettsted;21,6;100;Vinterdriftsklasse A;;;Europaveg;18;;;;POINT (227555 6611841);Ukjent;Ukjent;UID6546921048;Yrkesdøgn;Andre ulykker;Andre ulykker(parkering o.l);2023;0;0;0;0;0;0;0;1;0;0;0;0;0;0;28267;Nei;Nei;;Nei;Vestfold;39;Holmestrand;3903;V;K;Nei;43;1;5763;;;;;Holmestrand;3903;Vestfold;39;RUTE3 2014-2023 / 2018-2029;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;EV18 S43D1 m5763;Europaveg;Eksisterende;18;43;1;5762,7;5762,7;2172082;0,02139973;0,02139973;;;;kanalisertVeg;0;;571:1019210660;227550,64;6611837,92;76.614
1019210778;570;1;1;25.05.2023;;2024-06-03T19:51:09;;25.05.2023;14:42:00;Torsdag;5;Høyresving foran kjørende i samme retning;2;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;5,3;40;Vinterdriftsklasse D;17;;Fylkesveg;3086;;;;POINT (236843 6571005);Ikke gangfelt;Vikepliktsregulert kryss (skilt 202, 204, 210);UID3663263099;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2023;0;0;0;0;0;0;0;1;0;0;1;0;0;0;500;Nei;Ja;;Ja;Vestfold;39;Færder;3911;V;K;Nei;1;1;1006;;;;;Færder;3911;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030;FV3086 S1D1 m1006;Fylkesveg;Eksisterende;3086;1;1;1005,505;1005,505;1175687;0,49681132;0,49681132;;;;enkelBilveg;0;;571:1019210779,571:1019210790;236840,39;6571003,38;40.655
1019210801;570;1;1;13.10.2023;;2024-06-03T19:51:49;;13.10.2023;19:52:00;Fredag;10;Fotgjenger krysset kjørebanen på hitsiden av krysset;2;;;;;Vanlig veg/gate;4 armet kryss (X-kryss);Ja;Ukjent;Asfalt, oljegrus;Våt, bar veg;Dårlig sikt, nedbør;Mørkt med vegbelysning;Vanlig kjørefelt;2;Tettsted;14,7;60;Vinterdriftsklasse A;;;Fylkesveg;311;;;;POINT (238848 6578292);Gangfelt i kryss;Signalregulert kryss;UID8228393615;Yrkesdøgn;Fotgjenger/akende;Fotgjenger krysset kjørebanen;2023;0;0;1;0;0;0;0;1;0;0;0;0;0;0;15000;Nei;Nei;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;1;1;20;;;;;Tønsberg;3905;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030;FV311 S1D1 m20;Fylkesveg;Eksisterende;311;1;1;20,305;20,305;1175852;0,00569802;0,00569802;;;;kanalisertVeg;0;;571:1019210802,571:1019210804;238848,15;6578283,43;3.408
1019210877;570;1;1;12.10.2023;;2024-06-03T19:51:49;;12.10.2023;16:35:00;Torsdag;10;Møting i kurve;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;;60;;12;;Kommunal veg;1942;;;;POINT (240220 6596282);Ikke gangfelt;Ikke i vegkryss;UID9626174282;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2023;0;0;0;0;0;1;0;0;0;0;1;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Horten;3901;V;K;Nei;1;1;966;;;;;Horten;3901;Vestfold;39;;;KV1942 S1D1 m966;Kommunal veg;Eksisterende;1942;1;1;965,706;965,706;1147600;0,21294939;0,21294939;;;;enkelBilveg;0;;571:1019210878,571:1019210880;240218,30;6596283,07;42.068
1019210900;570;1;1;18.05.2023;;2024-06-03T19:52:28;;18.05.2023;15:36:00;Torsdag;5;Påkjøring bakfra;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;7,4;80;;15;;Fylkesveg;40;;;;POINT (216398 6567005);Ukjent;Ikke i vegkryss;UID4191264926;Helgedøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2023;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3900;Nei;Nei;;Nei;Vestfold;39;Larvik;3909;V;K;Nei;1;1;7515;;;;;Larvik;3909;Vestfold;39;;3803 Vestfold syd 2022-2025,3820 Elektro øst 2021-2026,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030;FV40 S1D1 m7515;Fylkesveg;Eksisterende;40;1;1;7514,598;7514,598;1175491;0,85176112;0,85176112;;;;enkelBilveg;0;;571:1019210902,571:1019210904;216401,33;6567006,71;23.25
1019211167;570;1;1;06.05.2023;;2024-06-03T19:53:45;;06.05.2023;17:00:00;Lørdag;5;Fotgjenger krysset kjørebanen forøvrig;3;;;;;Vanlig veg/gate;Rundkjøring;;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;3;Tettsted;12;40;Vinterdriftsklasse A;;;Fylkesveg;3060;;;;POINT (226840 6563999);Gangfelt i kryss;Ukjent;UID5280062641;Helgedøgn;Fotgjenger/akende;Fotgjenger krysset kjørebanen;2023;0;0;2;0;0;0;0;1;0;0;0;0;0;0;;Nei;Nei;;Ja;Vestfold;39;Sandefjord;3907;V;K;Ja;2;1;1021;1;115;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030;FV3060 S2D1 m1021 KD1 m116;Fylkesveg;Eksisterende;3060;2;1;115,866;115,866;1175663;0,54514738;0,54514738;;;;rundkjøring;0;;571:1019211076,571:1019211168,571:1019211169;226840,59;6563997,50;0.986
1019211308;570;1;1;01.10.2023;;2024-06-03T19:55:07;;01.10.2023;10:06:00;Søndag;10;Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;5,8;80;Vinterdriftsklasse D;15;;Fylkesveg;3036;;;;POINT (217937 6562321);Ikke gangfelt;Ikke i vegkryss;UID1144434702;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2023;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1000;Nei;Nei;;Nei;Vestfold;39;Larvik;3909;V;K;Nei;1;1;2183;;;;;Larvik;3909;Vestfold;39;;3803 Vestfold syd 2022-2025,3820 Elektro øst 2021-2026,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030;FV3036 S1D1 m2183;Fylkesveg;Eksisterende;3036;1;1;2183,096;2183,096;1175868;0,24729865;0,24729865;;;;enkelBilveg;0;;571:1019211309;217937,65;6562316,94;13.451
1019211394;570;1;1;25.10.2023;;2024-06-03T19:55:46;;25.10.2023;08:48:00;Onsdag;10;Påkjøring bakfra;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;8,5;60;Vinterdriftsklasse C;3;;Fylkesveg;256;;;;POINT (218581 6561024);Ikke gangfelt;Ikke i vegkryss;UID0179073569;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2023;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3100;Nei;Nei;;Ja;Vestfold;39;Larvik;3909;V;K;Nei;1;1;1546;;;;;Larvik;3909;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030;FV256 S1D1 m1546;Fylkesveg;Eksisterende;256;1;1;1546,042;1546,042;1175817;0,42517734;0,42517734;;;;enkelBilveg;0;;571:1019211391,571:1019211392;218581,36;6561024,24;32.218
1019211430;570;1;1;26.10.2023;;2024-06-03T19:55:46;;26.10.2023;18:54:00;Torsdag;10;Enslig kjøretøy kjørte utfor på venstre side på rett vegstrekning;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt uten vegbelysning;Vanlig kjørefelt;2;Ikke tettsted;7;80;Vinterdriftsklasse B;3;;Fylkesveg;40;;;;POINT (217207 6563597);Ukjent;Ikke i vegkryss;UID2875338812;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2023;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3900;Nei;Nei;;Nei;Vestfold;39;Larvik;3909;V;K;Nei;1;1;3768;;;;;Larvik;3909;Vestfold;39;;3803 Vestfold syd 2022-2025,3820 Elektro øst 2021-2026,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030;FV40 S1D1 m3768;Fylkesveg;Eksisterende;40;1;1;3767,974;3767,974;1175491;0,44839941;0,44839941;;;;enkelBilveg;0;;571:1019211444;217204,88;6563598,01;12.174
1019211646;570;1;1;27.10.2023;;2024-06-03T19:57:12;;27.10.2023;15:59:00;Fredag;10;Kjøring i parallelle kjørefelter forøvrig;2;;;;;Motorveg;Vegstrekning utenfor kryss/avkjørsel;Ja;Både midt- og kantoppmerking;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;4;Ikke tettsted;22,7;100;Vinterdriftsklasse A;6;;Europaveg;18;;;;POINT (234497 6601614);Ikke gangfelt;Ikke i vegkryss;UID8682900340;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2023;0;0;0;0;0;0;0;2;0;0;0;0;0;0;26200;Nei;Nei;;Ja;Vestfold;39;Holmestrand;3903;V;K;Nei;42;1;125;;;;;Holmestrand;3903;Vestfold;39;RUTE3 2014-2023 / 2018-2029;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;EV18 S42D1 m125;Europaveg;Eksisterende;18;42;1;125,469;125,469;2172093;0,90227711;0,90227711;;;;kanalisertVeg;0;;571:1019211647,571:1019211656;234498,03;6601624,11;117.931
1019211663;570;1;1;05.10.2023;;2024-06-03T19:57:12;;05.10.2023;05:39:00;Torsdag;10;Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;Ikke tettsted;8,6;60;Vinterdriftsklasse C;9;;Fylkesveg;303;;;;POINT (225148 6558714);Ukjent;Ikke i vegkryss;UID4754796969;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2023;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5200;Nei;Nei;;Ja;Vestfold;39;Larvik;3909;V;K;Nei;2;1;2829;;;;;Larvik;3909;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030;FV303 S2D1 m2829;Fylkesveg;Eksisterende;303;2;1;2829,048;2829,048;1175837;0,98202947;0,98202947;;;;enkelBilveg;0;;571:1019211664;225143,94;6558715,02;4.493
1019211938;570;1;1;17.06.2023;;2024-06-03T19:59:50;;17.06.2023;16:20:00;Lørdag;6;Høyresving foran kjørende i samme retning;2;;;;;Vanlig veg/gate;4 armet kryss (X-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Ukjent;2;Tettsted;7,7;40;;28;;Fylkesveg;302;;;;POINT (213897 6556626);Gangfelt i kryss;Vikepliktsregulert kryss (skilt 202, 204, 210);UID2523753900;Helgedøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2023;0;0;0;0;0;0;0;2;0;0;0;0;0;0;8000;Nei;Nei;;Ja;Vestfold;39;Larvik;3909;V;K;Nei;1;1;290;;;;;Larvik;3909;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030;FV302 S1D1 m290;Fylkesveg;Eksisterende;302;1;1;289,597;289,597;1175836;0,03274405;0,03274405;;;;enkelBilveg;0;;571:1019211939,571:1019211941;213896,09;6556626,94;52.317
1019211964;570;1;1;14.06.2023;;2024-06-03T19:59:50;;14.06.2023;07:58:00;Onsdag;6;Avsvinging til høyre foran kjørende i motsatt retning fra fortau eller G/S-veg;2;;;;;Gang- / sykkelveg;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Gang- / sykkelveg;2;Ikke tettsted;;40;;20;;Kommunal veg;3116;;;;POINT (238938 6580743);Gangfelt i kryss;Ukjent;UID1402585953;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra motsatte kjøreretning;2023;0;0;0;0;0;0;0;1;0;0;1;0;0;0;;Nei;Ja;;Nei;Vestfold;39;Tønsberg;3905;V;G;Nei;1;100;256;;;;;Tønsberg;3905;Vestfold;39;;;KV3116 S1D100 m256;Kommunal veg;Eksisterende;3116;1;100;256,08;256,08;2643947;0,142924;0,142924;;;;gangOgSykkelveg;0;;571:1019211965,571:1019211967;238937,17;6580746,20;49.097
1019212228;570;1;1;25.06.2023;;2024-06-03T20:02:04;;25.06.2023;04:00:00;Søndag;6;Enslig kjøretøy kjørte utfor på venstre side på rett vegstrekning;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;5,8;80;Vinterdriftsklasse D;15;;Fylkesveg;3134;;;;POINT (231343 6586235);Ukjent;Ukjent;UID2122500975;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2023;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1200;Nei;Nei;;Nei;Vestfold;39;Tønsberg;3905;V;K;Nei;2;1;2827;;;;;Tønsberg;3905;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2026,3850 Grønt Vestfold nord 2022-2026;FV3134 S2D1 m2827;Fylkesveg;Eksisterende;3134;2;1;2826,688;2826,688;1175883;0,64537629;0,64537629;;;;enkelBilveg;0;;571:1019212229;231342,65;6586236,86;35.922
1019212413;570;1;1;26.06.2023;;2024-06-03T20:03:28;;26.06.2023;16:19:00;Mandag;6;Avsvinging til venstre foran kjørende i motsatt retning;2;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;7,3;70;;;;Fylkesveg;313;;;;POINT (230045 6614257);Ukjent;Vikepliktsregulert kryss (skilt 202, 204, 210);UID6620326013;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra motsatte kjøreretning;2023;0;1;0;0;0;0;0;1;0;0;0;0;0;0;3767;Nei;Nei;;Ja;Vestfold;39;Holmestrand;3903;V;K;Nei;2;1;1899;;;;;Holmestrand;3903;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2026,3850 Grønt Vestfold nord 2022-2026;FV313 S2D1 m1899;Fylkesveg;Eksisterende;313;2;1;1899,394;1899,394;1175856;0,91468038;0,91468038;;;;kanalisertVeg;0;;571:1019212414,571:1019212422;230047,96;6614256,45;8.275
