Kommunenummer;Kommune;Kjønn;År;Innvandringsgrunn;Enhet;Antall
2015;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0101;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;58
0105;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;38
0106;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;49
0111;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0121;Rømskog (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0122;Trøgstad (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;7
0125;Eidsberg (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;15
0127;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0136;Rygge (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;13
0137;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;5
0215;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;29
0216;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;53
0235;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;26
0236;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;14
0301;Oslo;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3538
0502;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;23
0521;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0522;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;5
0528;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;31
0529;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;6
0541;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0542;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;15
0616;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;6
0619;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0631;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0633;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0702;Holmestrand (t.o.m. 2017);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;7
0719;Andebu (t.o.m. 2016);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;4
0722;Nøtterøy (t.o.m. 2017);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;27
0811;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0814;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;8
0819;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;7
0831;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;6
0834;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;11
0901;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0911;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0937;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0940;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1001;Kristiansand (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;113
1017;Songdalen (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;5
1018;Søgne (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;17
1103;Stavanger;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;375
1114;Bjerkreim;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1119;Hå;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;6
1122;Gjesdal;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1127;Randaberg;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;8
1133;Hjelmeland;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1135;Sauda;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1146;Tysvær;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;11
1211;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;7
1228;Odda (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;5
1246;Fjell (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;28
1252;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1260;Radøy (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1263;Lindås (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;7
1428;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1430;Gaular (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1505;Kristiansund;Alle;2018;Alle;Prosent;100
1601;Trondheim (t.o.m. 2019);Alle;2018;Alle;Prosent;100
1630;;Alle;2018;Alle;Prosent;100
1633;;Alle;2018;Alle;Prosent;100
1653;;Alle;2018;Alle;Prosent;100
1663;;Alle;2018;Alle;Prosent;100
1714;;Alle;2018;Alle;Prosent;100
1743;;Alle;2018;Alle;Prosent;100
1744;;Alle;2018;Alle;Prosent;100
1748;;Alle;2018;Alle;Prosent;100
1816;Vevelstad;Alle;2018;Alle;Prosent;100
1818;Herøy (Nordland);Alle;2018;Alle;Prosent;100
1825;Grane;Alle;2018;Alle;Prosent;100
1837;Meløy;Alle;2018;Alle;Prosent;100
1840;Saltdal;Alle;2018;Alle;Prosent;100
1848;Steigen;Alle;2018;Alle;Prosent;100
1849;Hamarøy (t.o.m. 2019);Alle;2018;Alle;Prosent;100
1851;Lødingen;Alle;2018;Alle;Prosent;100
1865;Vågan;Alle;2018;Alle;Prosent;100
1867;Bø (Nordland);Alle;2018;Alle;Prosent;100
1902;;Alle;2018;Alle;Prosent;100
1917;;Alle;2018;Alle;Prosent;100
1933;;Alle;2018;Alle;Prosent;100
1938;;Alle;2018;Alle;Prosent;100
1939;;Alle;2018;Alle;Prosent;100
1942;;Alle;2018;Alle;Prosent;100
2011;;Alle;2018;Alle;Prosent;100
2012;;Alle;2018;Alle;Prosent;100
2020;;Alle;2018;Alle;Prosent;100
2030;;Alle;2018;Alle;Prosent;100
0111;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0122;Trøgstad (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;4
0127;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0215;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;26
0216;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;42
0226;Sørum (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;13
0237;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;16
0403;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;35
0437;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0533;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0534;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0536;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0542;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;10
0602;Drammen (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;65
0604;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;25
0605;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;38
0616;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0619;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0621;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0623;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;5
0626;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;32
0631;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0633;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0706;Sandefjord (t.o.m. 2016);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;21
0719;Andebu (t.o.m. 2016);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;4
0807;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;8
0811;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0814;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;8
0821;Bø (Telemark)  (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;32
0828;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0829;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0833;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0904;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;31
0911;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0929;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0935;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0938;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0941;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1002;Mandal (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;11
1003;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;7
1004;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;11
1014;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;6
1021;Marnardal (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1026;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1027;Audnedal (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1046;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1112;Lund;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1120;Klepp;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;7
1124;Sola;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;26
1418;Balestrand (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;4
1419;Leikanger (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1430;Gaular (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1431;Jølster (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1438;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1439;Vågsøy (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1444;Hornindal (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1502;Molde (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;40
1504;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;53
1505;Kristiansund;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;13
1531;Sula;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;5
1532;Giske;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;8
1546;Sandøy (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1547;Aukra;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1548;Fræna (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1551;Eide (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1554;Averøy;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1601;Trondheim (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;385
1648;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1714;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;4
1718;Leksvik (t.o.m. 2017);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1736;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;5
1750;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1756;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;8
1816;Vevelstad;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1818;Herøy (Nordland);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1825;Grane;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1834;Lurøy;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1838;Gildeskål;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1839;Beiarn;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1853;Evenes;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1859;Flakstad;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1860;Vestvågøy;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1866;Hadsel;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;5
1868;Øksnes;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1871;Andøy;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1902;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;212
1917;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1931;Lenvik (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;14
2011;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
2012;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;43
2020;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0101;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;20
0106;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;21
0121;Rømskog (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0122;Trøgstad (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0125;Eidsberg (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;4
0127;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0136;Rygge (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0137;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0213;Ski (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;8
0226;Sørum (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;4
0235;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0236;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;5
0301;Oslo;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;1169
0418;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0419;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0502;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;10
0511;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0512;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0517;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;5
0519;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0522;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0529;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0541;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0542;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;5
0631;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0633;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0702;Holmestrand (t.o.m. 2017);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0713;Sande (Vestfold) (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0716;Re (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0722;Nøtterøy (t.o.m. 2017);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;11
0831;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0834;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;5
0901;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0914;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0937;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0940;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1001;Kristiansand (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;43
1017;Songdalen (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1431;Jølster (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1432;Førde (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;13
1433;Naustdal (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1516;Ulstein;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;5
1517;Hareid;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1523;Ørskog (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1524;Norddal (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1525;Stranda;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;4
1545;Midsund (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1557;Gjemnes;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;11
1567;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1613;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1617;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1621;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1624;Rissa (t.o.m. 2017);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;7
1638;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;10
1644;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1657;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1663;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;11
1717;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1719;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;24
1738;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1742;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1751;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;7
1755;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1832;Hemnes;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1834;Lurøy;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1836;Rødøy;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1838;Gildeskål;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1845;Sørfold;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1852;Tjeldsund (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1857;Værøy;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1867;Bø (Nordland);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1870;Sortland;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;16
1874;Moskenes;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;10
1913;Skånland (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;6
1919;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1920;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1924;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;7
1936;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1940;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
2019;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
2020;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
2027;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
2028;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;9
0138;Hobøl (t.o.m. 2019);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;7
0216;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;47
0220;Asker (t.o.m. 2019);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;169
0227;Fet (t.o.m. 2019);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;10
0230;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;45
0234;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;10
0237;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;20
0417;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;16
0427;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;18
0432;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0434;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0436;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0513;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0520;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0533;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0534;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;5
0536;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;5
0616;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0620;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0701;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;17
0704;Tønsberg (t.o.m. 2019);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;33
0711;Svelvik (t.o.m. 2019);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;4
0714;Hof (t.o.m. 2017);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;7
0719;Andebu (t.o.m. 2016);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;5
0811;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0814;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;9
0819;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;9
0829;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0911;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0919;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0928;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;7
0929;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0935;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1129;Forsand (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1133;Hjelmeland;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1135;Sauda;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1144;Kvitsøy;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1149;Karmøy;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;16
1160;Vindafjord;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;12
1201;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;716
1216;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1219;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1222;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1227;Jondal (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1232;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1241;Fusa (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1243;Os (Hordaland) (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;23
1260;Radøy (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1265;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1432;Førde (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;9
1433;Naustdal (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1511;Vanylven;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1514;Sande (Møre og Romsdal);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1515;Herøy (Møre og Romsdal);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1520;Ørsta;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;5
1526;Stordal (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1528;Sykkylven;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;16
1529;Skodje (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;4
1539;Rauma;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1560;Tingvoll;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1566;Surnadal;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1567;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
