Kommunenummer;Kommune;Kjønn;År;Innvandringsgrunn;Enhet;Antall
1571;Halsa (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1573;Smøla;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1620;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1622;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1627;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1632;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1635;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1638;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;6
1640;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1662;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1665;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1702;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;21
1721;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1725;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1738;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1749;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1805;Narvik (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;89
1813;Brønnøy;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1815;Vega;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1827;Dønna;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1832;Hemnes;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1836;Rødøy;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1841;Fauske;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;5
1845;Sørfold;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1850;Tysfjord (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1852;Tjeldsund (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1854;Ballangen (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1856;Røst;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1870;Sortland;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;9
1874;Moskenes;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;5
1911;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1923;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1925;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1928;Torsken (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1929;Berg (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1936;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1943;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
2002;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;11
2004;Hammerfest (t.o.m. 2019);Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;5
2014;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
2015;;Kvinner;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0119;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0135;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0211;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;9
0219;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;82
0221;Aurskog-Høland (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0228;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0233;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;11
0412;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;6
0415;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0420;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1018;Søgne (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;5
1103;Stavanger;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;171
1114;Bjerkreim;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1119;Hå;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1121;Time;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;4
1133;Hjelmeland;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1135;Sauda;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1146;Tysvær;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1160;Vindafjord;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1211;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1224;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1246;Fjell (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;8
1252;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1260;Radøy (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1263;Lindås (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1420;Sogndal (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;6
1421;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1429;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;56
1430;Gaular (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1431;Jølster (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1432;Førde (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;4
1433;Naustdal (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1516;Ulstein;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1517;Hareid;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1545;Midsund (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1557;Gjemnes;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;4
1567;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1613;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1617;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1644;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1657;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1663;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;6
1711;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1717;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1724;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1738;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1742;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1751;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1755;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1820;Alstahaug;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1824;Vefsn;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1826;Hattfjelldal;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1828;Nesna;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1832;Hemnes;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1834;Lurøy;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1836;Rødøy;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1838;Gildeskål;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1839;Beiarn;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1841;Fauske;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1845;Sørfold;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1852;Tjeldsund (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1867;Bø (Nordland);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1870;Sortland;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;7
1874;Moskenes;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;5
1913;Skånland (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1919;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1922;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1926;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1927;Tranøy (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1936;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1940;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
2017;Kvalsund (t.o.m. 2019);Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
2019;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
2021;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
2023;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
2024;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
2025;;Menn;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0104;Moss (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;60
0119;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0123;Spydeberg (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;7
0124;Askim (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;17
0128;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0211;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;33
0219;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;483
0220;Asker (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;174
0227;Fet (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;10
0229;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;16
0231;Skedsmo (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;71
0238;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;10
0941;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1046;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1101;Eigersund;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;4
1102;Sandnes (t.o.m. 2019);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;73
1135;Sauda;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1144;Kvitsøy;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1149;Karmøy;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;15
1151;Utsira;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1228;Odda (t.o.m. 2019);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;6
1234;Granvin (t.o.m. 2019);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1242;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1245;Sund (t.o.m. 2019);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1247;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;25
1401;Flora (t.o.m. 2019);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;7
1411;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1412;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1413;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1416;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1417;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1430;Gaular (t.o.m. 2019);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1431;Jølster (t.o.m. 2019);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1433;Naustdal (t.o.m. 2019);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1439;Vågsøy (t.o.m. 2019);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1502;Molde (t.o.m. 2019);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;44
1524;Norddal (t.o.m. 2019);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1525;Stranda;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;7
1546;Sandøy (t.o.m. 2019);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1547;Aukra;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1548;Fræna (t.o.m. 2019);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;4
1551;Eide (t.o.m. 2019);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1571;Halsa (t.o.m. 2019);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1573;Smøla;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1621;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;4
1624;Rissa (t.o.m. 2017);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;5
1640;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1703;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1718;Leksvik (t.o.m. 2017);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1736;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;4
1738;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1750;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1756;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;8
1804;Bodø;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;107
1812;Sømna;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1816;Vevelstad;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1818;Herøy (Nordland);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1825;Grane;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1834;Lurøy;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1836;Rødøy;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1838;Gildeskål;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1839;Beiarn;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1850;Tysfjord (t.o.m. 2019);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1854;Ballangen (t.o.m. 2019);Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1856;Røst;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1859;Flakstad;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1866;Hadsel;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;4
1868;Øksnes;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1902;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;232
1920;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1936;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1943;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
2012;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;41
2020;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;3
2027;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
2028;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;6
2030;;Kvinner;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;20
0101;;Menn;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;18
0105;;Menn;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;10
0121;Rømskog (t.o.m. 2019);Menn;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0125;Eidsberg (t.o.m. 2019);Menn;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;4
0136;Rygge (t.o.m. 2019);Menn;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;5
0137;;Menn;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0211;;Menn;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0213;Ski (t.o.m. 2019);Menn;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;10
0235;;Menn;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;7
0236;;Menn;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;5
0301;Oslo;Menn;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;1278
0415;;Menn;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0418;;Menn;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0419;;Menn;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0428;;Menn;2007;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0239;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;6
0402;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;20
0403;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;53
0412;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;26
0426;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0430;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0432;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0434;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0436;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0520;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0540;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0543;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0544;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0545;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0602;Drammen (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;93
0604;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;34
0605;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;51
0612;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;7
0615;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0617;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0618;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0620;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;8
0622;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0624;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;13
0625;Nedre Eiker (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;26
0632;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0728;Lardal (t.o.m. 2017);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0805;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;66
0806;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;47
0815;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;3
0822;Sauherad (t.o.m. 2019);Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;10
0826;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;4
0830;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0906;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;36
0912;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;0
0926;;Alle;2006;Utdanning (inkl. au pair) eller andre grunner;Personer;6
