Karaktertype;Skoleår;EnhetNivaa;Vurderingsfagkode;Vurderingsfagnavn;Fylke;EnhetNavn;Karakterer;Antall elever
Standpunkt;2021-22;3;REA3024;Matematikk R2;Vestfold;Færder videregående skole;3,8;11
Standpunkt;2021-22;3;REA3024;Matematikk R2;Vestfold;Greveskogen videregående skole;3,7;31
Standpunkt;2021-22;3;REA3024;Matematikk R2;Vestfold;Holmestrand videregående skole;4,5;10
Standpunkt;2021-22;3;REA3024;Matematikk R2;Vestfold;Horten videregående skole;4,7;45
Standpunkt;2021-22;3;REA3024;Matematikk R2;Vestfold;Nøtterøy videregående skole;4,2;30
Standpunkt;2021-22;3;REA3024;Matematikk R2;Vestfold;Re videregående skole;4,3;19
Standpunkt;2021-22;3;REA3024;Matematikk R2;Vestfold;Sande videregående skole;4,5;11
Standpunkt;2021-22;3;REA3024;Matematikk R2;Vestfold;Sandefjord videregående skole;3,9;31
Standpunkt;2021-22;3;REA3024;Matematikk R2;Vestfold;Thor Heyerdahl videregående skole;3,9;31
Standpunkt;2021-22;3;REA3024;Matematikk R2;Vestfold;Wang Tønsberg AS;4;20
Standpunkt;2022-23;1;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Alle fylker;Alle skoler;4,5;34 469
Standpunkt;2022-23;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Færder videregående skole;4,2;48
Standpunkt;2022-23;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Greveskogen videregående skole;4,3;218
Standpunkt;2022-23;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Holmestrand videregående skole;4,7;31
Standpunkt;2022-23;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Horten videregående skole;4,5;201
Standpunkt;2022-23;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Melsom videregående skole;4,6;17
Standpunkt;2022-23;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Nøtterøy videregående skole;4,2;168
Standpunkt;2022-23;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Re videregående skole;4,6;147
Standpunkt;2022-23;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Sande videregående skole;3,9;61
Standpunkt;2022-23;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Sandefjord videregående skole;4,4;355
Standpunkt;2022-23;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Skagerak International School;5,2;63
Standpunkt;2022-23;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Thor Heyerdahl videregående skole;4,7;265
Standpunkt;2022-23;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Wang Tønsberg AS;4,1;68
Standpunkt;2022-23;1;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Alle fylker;Alle skoler;3,9;27 945
Standpunkt;2022-23;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Færder videregående skole;3,8;186
Standpunkt;2022-23;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Gjennestad videregående skole;3,8;55
Standpunkt;2022-23;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Greveskogen videregående skole;3,5;81
Standpunkt;2022-23;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Holmestrand videregående skole;4;35
Standpunkt;2022-23;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Horten videregående skole;3,9;144
Standpunkt;2022-23;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Melsom videregående skole;3,7;32
Standpunkt;2022-23;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Nøtterøy videregående skole;3;38
Standpunkt;2022-23;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Re videregående skole;4,2;127
Standpunkt;2022-23;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Sande videregående skole;3,7;67
Standpunkt;2022-23;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Sandefjord videregående skole;3,9;281
Standpunkt;2022-23;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Thor Heyerdahl videregående skole;4,2;262
Standpunkt;2022-23;1;MAT1019;Matematikk 1P;Alle fylker;Alle skoler;3,5;19 850
Standpunkt;2022-23;3;MAT1019;Matematikk 1P;Vestfold;Færder videregående skole;3,4;37
Standpunkt;2022-23;3;MAT1019;Matematikk 1P;Vestfold;Greveskogen videregående skole;3,6;120
Standpunkt;2022-23;3;MAT1019;Matematikk 1P;Vestfold;Holmestrand videregående skole;3,1;19
Standpunkt;2022-23;3;MAT1019;Matematikk 1P;Vestfold;Horten videregående skole;3,6;119
Standpunkt;2022-23;3;MAT1019;Matematikk 1P;Vestfold;Melsom videregående skole;3,5;17
Standpunkt;2022-23;3;MAT1019;Matematikk 1P;Vestfold;Nøtterøy videregående skole;3,5;96
Standpunkt;2022-23;3;MAT1019;Matematikk 1P;Vestfold;Re videregående skole;4,1;116
Standpunkt;2022-23;3;MAT1019;Matematikk 1P;Vestfold;Sande videregående skole;3,4;41
Standpunkt;2022-23;3;MAT1019;Matematikk 1P;Vestfold;Sandefjord videregående skole;3,5;229
Standpunkt;2022-23;3;MAT1019;Matematikk 1P;Vestfold;Skagerak International School;4;21
Standpunkt;2022-23;3;MAT1019;Matematikk 1P;Vestfold;Thor Heyerdahl videregående skole;3,9;180
Standpunkt;2022-23;3;MAT1019;Matematikk 1P;Vestfold;Wang Tønsberg AS;3,4;29
Standpunkt;2022-23;1;MAT1023;Matematikk 2P;Alle fylker;Alle skoler;3,6;19 904
Standpunkt;2022-23;3;MAT1023;Matematikk 2P;Vestfold;Færder videregående skole;4;25
Standpunkt;2022-23;3;MAT1023;Matematikk 2P;Vestfold;Greveskogen videregående skole;3,5;133
Standpunkt;2022-23;3;MAT1023;Matematikk 2P;Vestfold;Holmestrand videregående skole;3,4;29
Standpunkt;2022-23;3;MAT1023;Matematikk 2P;Vestfold;Horten videregående skole;4;103
Standpunkt;2022-23;3;MAT1023;Matematikk 2P;Vestfold;Melsom videregående skole;3,4;14
Standpunkt;2022-23;3;MAT1023;Matematikk 2P;Vestfold;Nøtterøy videregående skole;3,3;86
Standpunkt;2022-23;3;MAT1023;Matematikk 2P;Vestfold;Re videregående skole;3,9;127
Standpunkt;2022-23;3;MAT1023;Matematikk 2P;Vestfold;Sande videregående skole;3,3;40
Standpunkt;2022-23;3;MAT1023;Matematikk 2P;Vestfold;Sandefjord videregående skole;3,2;281
Standpunkt;2022-23;3;MAT1023;Matematikk 2P;Vestfold;Thor Heyerdahl videregående skole;3,5;164
Standpunkt;2022-23;3;MAT1023;Matematikk 2P;Vestfold;Wang Tønsberg AS;4;36
Standpunkt;2022-23;1;MAT1111;Matematikk 1P-Y BA;Alle fylker;Alle skoler;3,3;3 991
Standpunkt;2022-23;3;MAT1111;Matematikk 1P-Y BA;Vestfold;Færder videregående skole;3,1;63
Standpunkt;2022-23;3;MAT1111;Matematikk 1P-Y BA;Vestfold;Gjennestad videregående skole;2,5;22
