Skoleår;Skole;Utdanningstype;Utdanningsprogram;Nivå;Fagkode;Fag;Antall elever;Karaktersnitt årsslutt;Avvik Stp-Eks
2021/22;Sandefjord videregående skole;SF;ST;vg 2;MAT1023;Matematikk 2P;150;3,73;0,40
2021/22;Sandefjord videregående skole;SF;ST;vg 3;MAT1023;Matematikk 2P;3;2,67;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;MAT1024;Matematikk 2P, muntlig-praktisk;2;4,11;-
2021/22;Sandefjord videregående skole;SF;ST;vg 1;REA3056;Matematikk R1;8;5,48;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;REA3056;Matematikk R1;43;3,39;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;REA3057;Matematikk R1, muntlig;3;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;REA3024;Matematikk R2;2;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;REA3024;Matematikk R2;24;4,72;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;REA3025;Matematikk R2, muntlig;3;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;REA3060;Matematikk S1;74;4,03;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;REA3060;Matematikk S1;2;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;REA3028;Matematikk S2;58;5,44;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;REA3029;Matematikk S2, muntlig;14;4,33;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;IBA4570;Mathematics AA HL;6;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;IBA2575;Mathematics AA SL;5;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;IBA4575;Mathematics AA SL;2;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;IBA2580;Mathematics AI HL;18;4,72;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;IBA4580;Mathematics AI HL;6;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;IBA2585;Mathematics AI SL;26;4,92;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;IBA4585;Mathematics AI SL;9;4,00;-
2021/22;Sandefjord videregående skole;SF;ST;vg 1;NAT1007;Naturfag vg1 studieforberedende utdanningsprogram;292;3,99;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;NAT1007;Naturfag vg1 studieforberedende utdanningsprogram;1;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;NAT1007;Naturfag vg1 studieforberedende utdanningsprogram;2;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 1;NAT1003;Naturfag, vg3 påbygging til generell studiekompetanse;10;3,67;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;NAT1003;Naturfag, vg3 påbygging til generell studiekompetanse;7;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;NAT1003;Naturfag, vg3 påbygging til generell studiekompetanse;6;5,00;-
2021/22;Sandefjord videregående skole;SF;ST;vg 1;NOR1413;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, muntlig;90;4,68;-
2021/22;Sandefjord videregående skole;SF;ST;vg 1;NOR1412;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, skriftlig;90;4,49;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;NOR1416;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, muntlig;94;3,91;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;NOR1414;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, skriftlig;94;3,62;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;NOR1406;Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, muntlig;64;4,50;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;NOR1405;Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, skriftlig;64;4,89;-
2021/22;Sandefjord videregående skole;SF;ST;vg 1;NOR1211;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;4;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;NOR1211;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;6;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;NOR1211;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;225;4,37;-
2021/22;Sandefjord videregående skole;SF;ST;vg 1;NOR1212;Norsk sidemål,  vg3 studieforberedende utdanningsprogram, skriftlig;4;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;NOR1212;Norsk sidemål,  vg3 studieforberedende utdanningsprogram, skriftlig;6;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;NOR1212;Norsk sidemål,  vg3 studieforberedende utdanningsprogram, skriftlig;225;4,23;-
2021/22;Sandefjord videregående skole;SF;ST;vg 1;NOR1261;Norsk, vg1 studieforberedende utdanningsprogram, muntlig;291;4,15;-
2021/22;Sandefjord videregående skole;SF;ST;vg 1;NOR1260;Norsk, vg1 studieforberedende utdanningsprogram, skriftlig;291;4,08;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;NOR1265;Norsk, vg2 studieforberedende utdanningsprogram, muntlig;252;4,14;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;NOR1264;Norsk, vg2 studieforberedende utdanningsprogram, skriftlig;252;4,04;-
2021/22;Sandefjord videregående skole;SF;ST;vg 1;NOR1262;Norsk, vg2 yrkesfaglige utdanningsprogram;1;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 1;NOR1213;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;4;3,00;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;NOR1213;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;6;2,67;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;NOR1213;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;225;4,46;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;IBA2226;Norwegian A literature HL;26;4,42;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;IBA4226;Norwegian A literature HL;5;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;IBA2228;Norwegian A literature SL;14;4,17;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;IBA4228;Norwegian A literature SL;10;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;IBA2210;Norwegian B HL;11;5,00;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;IBA4210;Norwegian B HL;6;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;IBA2060;Physics HL;15;5,40;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;IBA4060;Physics HL;6;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;IBA2065;Physics SL;5;5,00;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;IBA4065;Physics SL;6;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;SAM3055;Politikk og menneskerettigheter;11;4,56;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;SAM3055;Politikk og menneskerettigheter;6;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;SAM3056;Politikk og menneskerettigheter, muntlig;1;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 1;PSP5550;Polsk nivå II;1;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 1;PSP5551;Polsk nivå II, muntlig;1;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;SAM3072;Psykologi 1;76;4,16;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;SAM3072;Psykologi 1;2;3,67;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;SAM3038;Psykologi 2;1;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;SAM3038;Psykologi 2;60;4,41;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;SAM3039;Psykologi 2, muntlig;8;3,33;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;REL1001;Religion og etikk;215;4,54;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;SAM3057;Rettslære 1;50;3,71;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;SAM3057;Rettslære 1;1;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;SAM3023;Rettslære 2;33;3,38;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;SAM3024;Rettslære 2, muntlig;5;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;SPR3011;Samfunnsfaglig engelsk, muntlig;41;4,23;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;SPR3010;Samfunnsfaglig engelsk, skriftlig;41;3,96;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;SAM3053;Samfunnsgeografi;15;2,67;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;SAM3053;Samfunnsgeografi;42;4,42;-
2021/22;Sandefjord videregående skole;SF;ST;vg 1;SAK1001;Samfunnskunnskap;296;4,21;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;SAK1001;Samfunnskunnskap;7;5,10;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;SAM3051;Sosialkunnskap;1;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;SAM3051;Sosialkunnskap;35;4,25;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;SAM3054;Sosiologi og sosialantropologi;71;4,02;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;SAM3054;Sosiologi og sosialantropologi;13;4,62;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;IBA4685;Spanish A literature SL;1;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;IBA2375;Spanish B SL;38;4,00;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;IBA2375;Spanish B SL;22;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;FSP6219;Spansk I;39;4,37;-
2021/22;Sandefjord videregående skole;SF;ST;vg 1;FSP6218;Spansk I, 1. år;65;3,92;-
2021/22;Sandefjord videregående skole;SF;ST;vg 1;FSP6224;Spansk I+II, 1. år;12;2,92;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;FSP6225;Spansk I+II, 2. år;12;3,92;-
2021/22;Sandefjord videregående skole;SF;ST;vg 2;FSP6222;Spansk II;46;3,88;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;FSP6222;Spansk II;1;-;-
2021/22;Sandefjord videregående skole;SF;ST;vg 1;FSP6221;Spansk II, 1. år;64;4,78;-
2021/22;Sandefjord videregående skole;SF;ST;vg 3;PSP5053;Spansk nivå III;6;4,50;-
