Geografi;År;Kjønn;Alder;Utdanningsnivå;andel (prosent);FLAGG
Holmestrand;2020;menn;45-74 år;grunnskole;21.1020408163265;
Holmestrand;2020;menn;75 år +;grunnskole;25.6353591160221;
Holmestrand;2020;kvinner;25 år +;grunnskole;22.0115324905744;
Holmestrand;2020;kvinner;25-29 år;grunnskole;23.609022556391;
Holmestrand;2020;kvinner;30-39 år;grunnskole;19.6475195822454;
Holmestrand;2020;kvinner;40-44 år;grunnskole;15.2564102564103;
Holmestrand;2020;kvinner;45-74 år;grunnskole;20.9502355109564;
Holmestrand;2020;kvinner;75 år +;grunnskole;33.2469775474957;
Holmestrand;2021;kjønn samlet;25 år +;grunnskole;21.8480138169257;
Holmestrand;2021;kjønn samlet;25-29 år;grunnskole;25.8310249307479;
Holmestrand;2021;kjønn samlet;30-39 år;grunnskole;21.605884155685;
Holmestrand;2021;kjønn samlet;40-44 år;grunnskole;19.2307692307692;
Holmestrand;2021;kjønn samlet;45-74 år;grunnskole;20.2181963767391;
Holmestrand;2021;kjønn samlet;75 år +;grunnskole;28.9689781021898;
Holmestrand;2021;menn;25 år +;grunnskole;22.0732893741217;
Holmestrand;2021;menn;25-29 år;grunnskole;26.887417218543;
Holmestrand;2021;menn;30-39 år;grunnskole;23.8581730769231;
Holmestrand;2021;menn;40-44 år;grunnskole;22.4586288416076;
Holmestrand;2021;menn;45-74 år;grunnskole;20.0159808230124;
Holmestrand;2021;menn;75 år +;grunnskole;25.5102040816327;
Holmestrand;2021;kvinner;25 år +;grunnskole;21.6233696238008;
Holmestrand;2021;kvinner;25-29 år;grunnskole;24.6734397677794;
Holmestrand;2021;kvinner;30-39 år;grunnskole;19.2620387742339;
Holmestrand;2021;kvinner;40-44 år;grunnskole;15.7828282828283;
Holmestrand;2021;kvinner;45-74 år;grunnskole;20.4212637913741;
Holmestrand;2021;kvinner;75 år +;grunnskole;31.7656765676568;
Holmestrand;2022;kjønn samlet;25 år +;grunnskole;21.2703101920236;
Holmestrand;2022;kjønn samlet;25-29 år;grunnskole;24.5091401489506;
Holmestrand;2022;kjønn samlet;30-39 år;grunnskole;20.8868144690782;
Holmestrand;2022;kjønn samlet;40-44 år;grunnskole;19.6913580246914;
Holmestrand;2022;kjønn samlet;45-74 år;grunnskole;19.8495198495199;
Holmestrand;2022;kjønn samlet;75 år +;grunnskole;27.0386266094421;
Holmestrand;2022;menn;25 år +;grunnskole;21.9633591019803;
Holmestrand;2022;menn;25-29 år;grunnskole;27.0341207349081;
Holmestrand;2022;menn;30-39 år;grunnskole;23.8746438746439;
Holmestrand;2022;menn;40-44 år;grunnskole;23.6494597839136;
Holmestrand;2022;menn;45-74 år;grunnskole;19.7575034784337;
Holmestrand;2022;menn;75 år +;grunnskole;24.2937853107345;
Holmestrand;2022;kvinner;25 år +;grunnskole;20.582360979712;
Holmestrand;2022;kvinner;25-29 år;grunnskole;21.8181818181818;
Holmestrand;2022;kvinner;30-39 år;grunnskole;17.7525403466826;
Holmestrand;2022;kvinner;40-44 år;grunnskole;15.5019059720457;
Holmestrand;2022;kvinner;45-74 år;grunnskole;19.9408284023669;
Holmestrand;2022;kvinner;75 år +;grunnskole;29.3375394321767;
Holmestrand;2023;kjønn samlet;25 år +;grunnskole;20.8951380304903;
Holmestrand;2023;kjønn samlet;25-29 år;grunnskole;22.0282068502351;
Holmestrand;2023;kjønn samlet;30-39 år;grunnskole;21.4852607709751;
Holmestrand;2023;kjønn samlet;40-44 år;grunnskole;19.6054991034071;
Holmestrand;2023;kjønn samlet;45-74 år;grunnskole;19.5055479852054;
Holmestrand;2023;kjønn samlet;75 år +;grunnskole;26.0603588907015;
Holmestrand;2023;menn;25 år +;grunnskole;21.7009403740829;
Holmestrand;2023;menn;25-29 år;grunnskole;25.1282051282051;
Holmestrand;2023;menn;30-39 år;grunnskole;24.5672808486879;
Holmestrand;2023;menn;40-44 år;grunnskole;23.5498839907193;
Holmestrand;2023;menn;45-74 år;grunnskole;19.5864221615295;
Holmestrand;2023;menn;75 år +;grunnskole;22.9874776386404;
Holmestrand;2023;kvinner;25 år +;grunnskole;20.0944655508779;
Holmestrand;2023;kvinner;25-29 år;grunnskole;18.6177715091678;
Holmestrand;2023;kvinner;30-39 år;grunnskole;18.307426597582;
Holmestrand;2023;kvinner;40-44 år;grunnskole;15.4130702836005;
Holmestrand;2023;kvinner;45-74 år;grunnskole;19.4250194250194;
Holmestrand;2023;kvinner;75 år +;grunnskole;28.6356821589205;
Tønsberg;2012;kjønn samlet;25 år +;grunnskole;20.904686795854;
Tønsberg;2012;kjønn samlet;25-29 år;grunnskole;23.062015503876;
Tønsberg;2012;kjønn samlet;30-39 år;grunnskole;16.1907609508148;
Tønsberg;2012;kjønn samlet;40-44 år;grunnskole;14.9579390115668;
Tønsberg;2012;kjønn samlet;45-74 år;grunnskole;20.7348790880416;
Tønsberg;2012;kjønn samlet;75 år +;grunnskole;34.0530697190427;
Tønsberg;2012;menn;25 år +;grunnskole;20.3404550981414;
Tønsberg;2012;menn;25-29 år;grunnskole;27.5840202916931;
Tønsberg;2012;menn;30-39 år;grunnskole;18.1227863046045;
Tønsberg;2012;menn;40-44 år;grunnskole;15.8504476040021;
Tønsberg;2012;menn;45-74 år;grunnskole;19.6179775280899;
Tønsberg;2012;menn;75 år +;grunnskole;27.6708692767087;
Tønsberg;2012;kvinner;25 år +;grunnskole;21.4391487961389;
Tønsberg;2012;kvinner;25-29 år;grunnskole;18.3673469387755;
Tønsberg;2012;kvinner;30-39 år;grunnskole;14.2078158133899;
Tønsberg;2012;kvinner;40-44 år;grunnskole;14.0682414698163;
Tønsberg;2012;kvinner;45-74 år;grunnskole;21.8187765783448;
Tønsberg;2012;kvinner;75 år +;grunnskole;38.1685922122379;
Tønsberg;2013;kjønn samlet;25 år +;grunnskole;20.6909080745689;
Tønsberg;2013;kjønn samlet;25-29 år;grunnskole;24.6144161158326;
Tønsberg;2013;kjønn samlet;30-39 år;grunnskole;16.5480696442089;
Tønsberg;2013;kjønn samlet;40-44 år;grunnskole;14.1980250867361;
Tønsberg;2013;kjønn samlet;45-74 år;grunnskole;20.2998909487459;
Tønsberg;2013;kjønn samlet;75 år +;grunnskole;32.5575447570333;
Tønsberg;2013;menn;25 år +;grunnskole;20.2641401091014;
Tønsberg;2013;menn;25-29 år;grunnskole;28.4909204758923;
Tønsberg;2013;menn;30-39 år;grunnskole;18.9229843561974;
Tønsberg;2013;menn;40-44 år;grunnskole;15.1673640167364;
Tønsberg;2013;menn;45-74 år;grunnskole;19.3159176444543;
Tønsberg;2013;menn;75 år +;grunnskole;26.4857881136951;
Tønsberg;2013;kvinner;25 år +;grunnskole;21.0956218688739;
Tønsberg;2013;kvinner;25-29 år;grunnskole;20.6962025316456;
Tønsberg;2013;kvinner;30-39 år;grunnskole;14.1420298689424;
Tønsberg;2013;kvinner;40-44 år;grunnskole;13.1880108991826;
Tønsberg;2013;kvinner;45-74 år;grunnskole;21.2551042338276;
Tønsberg;2013;kvinner;75 år +;grunnskole;36.53683319221;
Tønsberg;2014;kjønn samlet;25 år +;grunnskole;20.3009943563558;
Tønsberg;2014;kjønn samlet;25-29 år;grunnskole;23.6712169619518;
Tønsberg;2014;kjønn samlet;30-39 år;grunnskole;17.4679261243479;
Tønsberg;2014;kjønn samlet;40-44 år;grunnskole;14.1477421038893;
Tønsberg;2014;kjønn samlet;45-74 år;grunnskole;19.7121997672204;
Tønsberg;2014;kjønn samlet;75 år +;grunnskole;31.2611012433393;
Tønsberg;2014;menn;25 år +;grunnskole;19.9572344975053;
Tønsberg;2014;menn;25-29 år;grunnskole;27.2305909617613;
Tønsberg;2014;menn;30-39 år;grunnskole;19.4543951501791;
Tønsberg;2014;menn;40-44 år;grunnskole;15.1576805696846;
Tønsberg;2014;menn;45-74 år;grunnskole;18.8242852553807;
Tønsberg;2014;menn;75 år +;grunnskole;25.8391386953768;
Tønsberg;2014;kvinner;25 år +;grunnskole;20.6314901692056;
Tønsberg;2014;kvinner;25-29 år;grunnskole;20.0931857891672;
Tønsberg;2014;kvinner;30-39 år;grunnskole;15.3868360277136;
Tønsberg;2014;kvinner;40-44 år;grunnskole;13.083109919571;
Tønsberg;2014;kvinner;45-74 år;grunnskole;20.5793161141901;
Tønsberg;2014;kvinner;75 år +;grunnskole;34.8856900931414;
Tønsberg;2015;kjønn samlet;25 år +;grunnskole;20.0696364022964;
Tønsberg;2015;kjønn samlet;25-29 år;grunnskole;23.7357497807659;
Tønsberg;2015;kjønn samlet;30-39 år;grunnskole;18.0729680236653;
Tønsberg;2015;kjønn samlet;40-44 år;grunnskole;13.7483787289235;
Tønsberg;2015;kjønn samlet;45-74 år;grunnskole;19.34224905032;
Tønsberg;2015;kjønn samlet;75 år +;grunnskole;29.9851190476191;
Tønsberg;2015;menn;25 år +;grunnskole;19.8830092617668;
Tønsberg;2015;menn;25-29 år;grunnskole;26.905311778291;
Tønsberg;2015;menn;30-39 år;grunnskole;20.2154101077051;
Tønsberg;2015;menn;40-44 år;grunnskole;15.3884711779449;
Tønsberg;2015;menn;45-74 år;grunnskole;18.6296179349542;
Tønsberg;2015;menn;75 år +;grunnskole;24.5353159851301;
Tønsberg;2015;kvinner;25 år +;grunnskole;20.2494650592349;
Tønsberg;2015;kvinner;25-29 år;grunnskole;20.48549437537;
Tønsberg;2015;kvinner;30-39 år;grunnskole;15.8424381828637;
Tønsberg;2015;kvinner;40-44 år;grunnskole;11.989247311828;
Tønsberg;2015;kvinner;45-74 år;grunnskole;20.0391107451626;
Tønsberg;2015;kvinner;75 år +;grunnskole;33.6228287841191;
Tønsberg;2016;kjønn samlet;25 år +;grunnskole;19.8668646899698;
Tønsberg;2016;kjønn samlet;25-29 år;grunnskole;24.0998838559814;
Tønsberg;2016;kjønn samlet;30-39 år;grunnskole;18.6982586354553;
Tønsberg;2016;kjønn samlet;40-44 år;grunnskole;13.252688172043;
Tønsberg;2016;kjønn samlet;45-74 år;grunnskole;18.9239141595646;
Tønsberg;2016;kjønn samlet;75 år +;grunnskole;28.8812222769837;
Tønsberg;2016;menn;25 år +;grunnskole;19.9101877400855;
Tønsberg;2016;menn;25-29 år;grunnskole;27.9377880184332;
Tønsberg;2016;menn;30-39 år;grunnskole;21.2903225806452;
Tønsberg;2016;menn;40-44 år;grunnskole;14.2102482831484;
Tønsberg;2016;menn;45-74 år;grunnskole;18.4106920845421;
Tønsberg;2016;menn;75 år +;grunnskole;23.8240684178375;
Tønsberg;2016;kvinner;25 år +;grunnskole;19.8252093845914;
Tønsberg;2016;kvinner;25-29 år;grunnskole;20.1990632318501;
Tønsberg;2016;kvinner;30-39 år;grunnskole;16.0127869805289;
Tønsberg;2016;kvinner;40-44 år;grunnskole;12.2605363984674;
Tønsberg;2016;kvinner;45-74 år;grunnskole;19.4280480358233;
Tønsberg;2016;kvinner;75 år +;grunnskole;32.300702189178;
Tønsberg;2017;kjønn samlet;25 år +;grunnskole;19.8164611413823;
Tønsberg;2017;kjønn samlet;25-29 år;grunnskole;25.1039068994181;
Tønsberg;2017;kjønn samlet;30-39 år;grunnskole;19.3735827664399;
Tønsberg;2017;kjønn samlet;40-44 år;grunnskole;13.6850783182193;
Tønsberg;2017;kjønn samlet;45-74 år;grunnskole;18.5367569468871;
Tønsberg;2017;kjønn samlet;75 år +;grunnskole;27.480732177264;
Tønsberg;2017;menn;25 år +;grunnskole;19.9851135094901;
Tønsberg;2017;menn;25-29 år;grunnskole;28.8117200217038;
Tønsberg;2017;menn;30-39 år;grunnskole;22.1164613661814;
Tønsberg;2017;menn;40-44 år;grunnskole;14.4408251900109;
Tønsberg;2017;menn;45-74 år;grunnskole;18.0497714575927;
Tønsberg;2017;menn;75 år +;grunnskole;23.1400117164616;
Tønsberg;2017;kvinner;25 år +;grunnskole;19.6541845713116;
Tønsberg;2017;kvinner;25-29 år;grunnskole;21.2344280860702;
Tønsberg;2017;kvinner;30-39 år;grunnskole;16.5614236509759;
Tønsberg;2017;kvinner;40-44 år;grunnskole;12.9104062326099;
Tønsberg;2017;kvinner;45-74 år;grunnskole;19.0135242641209;
Tønsberg;2017;kvinner;75 år +;grunnskole;30.5112474437628;
Tønsberg;2018;kjønn samlet;25 år +;grunnskole;19.6043809816265;
Tønsberg;2018;kjønn samlet;25-29 år;grunnskole;24.7572815533981;
Tønsberg;2018;kjønn samlet;30-39 år;grunnskole;19.3648116919618;
Tønsberg;2018;kjønn samlet;40-44 år;grunnskole;14.9289734655588;
Tønsberg;2018;kjønn samlet;45-74 år;grunnskole;18.2176461894675;
Tønsberg;2018;kjønn samlet;75 år +;grunnskole;26.2784090909091;
Tønsberg;2018;menn;25 år +;grunnskole;19.8957790515894;
Tønsberg;2018;menn;25-29 år;grunnskole;28.5106382978723;
Tønsberg;2018;menn;30-39 år;grunnskole;22.3483799501523;
Tønsberg;2018;menn;40-44 år;grunnskole;16.1084529505582;
Tønsberg;2018;menn;45-74 år;grunnskole;17.8393957463725;
Tønsberg;2018;menn;75 år +;grunnskole;21.4692482915718;
Tønsberg;2018;kvinner;25 år +;grunnskole;19.3232099758648;
Tønsberg;2018;kvinner;25-29 år;grunnskole;20.8971553610503;
Tønsberg;2018;kvinner;30-39 år;grunnskole;16.2910128388017;
Tønsberg;2018;kvinner;40-44 år;grunnskole;13.7297297297297;
Tønsberg;2018;kvinner;45-74 år;grunnskole;18.589430497216;
Tønsberg;2018;kvinner;75 år +;grunnskole;29.7001620745543;
Tønsberg;2019;kjønn samlet;25 år +;grunnskole;19.2374437262644;
Tønsberg;2019;kjønn samlet;25-29 år;grunnskole;23.8805970149254;
Tønsberg;2019;kjønn samlet;30-39 år;grunnskole;19.5667172623154;
Tønsberg;2019;kjønn samlet;40-44 år;grunnskole;15.5352830694929;
Tønsberg;2019;kjønn samlet;45-74 år;grunnskole;17.7694126731335;
Tønsberg;2019;kjønn samlet;75 år +;grunnskole;24.8801643460397;
Tønsberg;2019;menn;25 år +;grunnskole;19.7484148087543;
Tønsberg;2019;menn;25-29 år;grunnskole;27.2342675832893;
Tønsberg;2019;menn;30-39 år;grunnskole;23.0769230769231;
Tønsberg;2019;menn;40-44 år;grunnskole;16.8184252811998;
Tønsberg;2019;menn;45-74 år;grunnskole;17.6809612191072;
Tønsberg;2019;menn;75 år +;grunnskole;19.8275862068966;
Tønsberg;2019;kvinner;25 år +;grunnskole;18.7428854243999;
Tønsberg;2019;kvinner;25-29 år;grunnskole;20.345596432553;
Tønsberg;2019;kvinner;30-39 år;grunnskole;15.8949745906268;
Tønsberg;2019;kvinner;40-44 år;grunnskole;14.247311827957;
Tønsberg;2019;kvinner;45-74 år;grunnskole;17.8557802365509;
Tønsberg;2019;kvinner;75 år +;grunnskole;28.5940594059406;
Tønsberg;2020;kjønn samlet;25 år +;grunnskole;18.9056195256372;
Tønsberg;2020;kjønn samlet;25-29 år;grunnskole;23.2817169247487;
Tønsberg;2020;kjønn samlet;30-39 år;grunnskole;19.3380488455892;
Tønsberg;2020;kjønn samlet;40-44 år;grunnskole;15.8421052631579;
Tønsberg;2020;kjønn samlet;45-74 år;grunnskole;17.4748529132663;
Tønsberg;2020;kjønn samlet;75 år +;grunnskole;23.7919024814976;
Tønsberg;2020;menn;25 år +;grunnskole;19.4916100679185;
Tønsberg;2020;menn;25-29 år;grunnskole;27.162447257384;
Tønsberg;2020;menn;30-39 år;grunnskole;22.4043715846995;
Tønsberg;2020;menn;40-44 år;grunnskole;17.6160337552743;
Tønsberg;2020;menn;45-74 år;grunnskole;17.5182481751825;
Tønsberg;2020;menn;75 år +;grunnskole;18.6646433990895;
Tønsberg;2020;kvinner;25 år +;grunnskole;18.3365664403492;
Tønsberg;2020;kvinner;25-29 år;grunnskole;19.1596638655462;
Tønsberg;2020;kvinner;30-39 år;grunnskole;16.1095890410959;
Tønsberg;2020;kvinner;40-44 år;grunnskole;14.0756302521008;
Tønsberg;2020;kvinner;45-74 år;grunnskole;17.4324831207802;
Tønsberg;2020;kvinner;75 år +;grunnskole;27.6652655712648;
Tønsberg;2021;kjønn samlet;25 år +;grunnskole;18.5888278166542;
Tønsberg;2021;kjønn samlet;25-29 år;grunnskole;22.243554580362;
Tønsberg;2021;kjønn samlet;30-39 år;grunnskole;19.482917820868;
Tønsberg;2021;kjønn samlet;40-44 år;grunnskole;16.7350076883649;
Tønsberg;2021;kjønn samlet;45-74 år;grunnskole;16.9585426545847;
Tønsberg;2021;kjønn samlet;75 år +;grunnskole;23.0753438718949;
Tønsberg;2021;menn;25 år +;grunnskole;19.2203573362209;
Tønsberg;2021;menn;25-29 år;grunnskole;25.7510729613734;
Tønsberg;2021;menn;30-39 år;grunnskole;22.5997425997426;
Tønsberg;2021;menn;40-44 år;grunnskole;18.8524590163934;
Tønsberg;2021;menn;45-74 år;grunnskole;17.0645867021783;
Tønsberg;2021;menn;75 år +;grunnskole;18.3071802187351;
Tønsberg;2021;kvinner;25 år +;grunnskole;17.9773138880946;
Tønsberg;2021;kvinner;25-29 år;grunnskole;18.5746352413019;
Tønsberg;2021;kvinner;30-39 år;grunnskole;16.20670995671;
Tønsberg;2021;kvinner;40-44 år;grunnskole;14.6153846153846;
Tønsberg;2021;kvinner;45-74 år;grunnskole;16.8551826441684;
Tønsberg;2021;kvinner;75 år +;grunnskole;26.6979768786127;
Tønsberg;2022;kjønn samlet;25 år +;grunnskole;18.0879659363924;
Tønsberg;2022;kjønn samlet;25-29 år;grunnskole;20.7118834080718;
Tønsberg;2022;kjønn samlet;30-39 år;grunnskole;19.1763516927741;
Tønsberg;2022;kjønn samlet;40-44 år;grunnskole;16.905737704918;
Tønsberg;2022;kjønn samlet;45-74 år;grunnskole;16.6056109436587;
Tønsberg;2022;kjønn samlet;75 år +;grunnskole;21.7459693275659;
Tønsberg;2022;menn;25 år +;grunnskole;18.8490813012072;
Tønsberg;2022;menn;25-29 år;grunnskole;25.3325942350333;
Tønsberg;2022;menn;30-39 år;grunnskole;21.9905683792504;
Tønsberg;2022;menn;40-44 år;grunnskole;19.735503560529;
Tønsberg;2022;menn;45-74 år;grunnskole;16.6400150503245;
Tønsberg;2022;menn;75 år +;grunnskole;17.6604460628129;
Tønsberg;2022;kvinner;25 år +;grunnskole;17.3547543433589;
Tønsberg;2022;kvinner;25-29 år;grunnskole;15.9863945578231;
Tønsberg;2022;kvinner;30-39 år;grunnskole;16.2593259583226;
Tønsberg;2022;kvinner;40-44 år;grunnskole;14.0350877192982;
Tønsberg;2022;kvinner;45-74 år;grunnskole;16.5721602341321;
Tønsberg;2022;kvinner;75 år +;grunnskole;24.852890273451;
Tønsberg;2023;kjønn samlet;25 år +;grunnskole;17.9504008250902;
Tønsberg;2023;kjønn samlet;25-29 år;grunnskole;19.7883900486131;
Tønsberg;2023;kjønn samlet;30-39 år;grunnskole;19.4926733160941;
Tønsberg;2023;kjønn samlet;40-44 år;grunnskole;16.6368057332992;
Tønsberg;2023;kjønn samlet;45-74 år;grunnskole;16.512204074142;
Tønsberg;2023;kjønn samlet;75 år +;grunnskole;21.2319790301442;
Tønsberg;2023;menn;25 år +;grunnskole;18.7494028852584;
Tønsberg;2023;menn;25-29 år;grunnskole;23.8552854720181;
Tønsberg;2023;menn;30-39 år;grunnskole;22.3240115718419;
Tønsberg;2023;menn;40-44 år;grunnskole;19.7674418604651;
Tønsberg;2023;menn;45-74 år;grunnskole;16.6340143670119;
Tønsberg;2023;menn;75 år +;grunnskole;17.3706896551724;
Tønsberg;2023;kvinner;25 år +;grunnskole;17.1805964653903;
Tønsberg;2023;kvinner;25-29 år;grunnskole;15.625;
Tønsberg;2023;kvinner;30-39 år;grunnskole;16.536622199849;
Tønsberg;2023;kvinner;40-44 år;grunnskole;13.426645930534;
Tønsberg;2023;kvinner;45-74 år;grunnskole;16.3943305949264;
Tønsberg;2023;kvinner;75 år +;grunnskole;24.1972856669977;
Sandefjord;2012;kjønn samlet;25 år +;grunnskole;25.1507825423082;
Sandefjord;2012;kjønn samlet;25-29 år;grunnskole;30.1665034280118;
Sandefjord;2012;kjønn samlet;30-39 år;grunnskole;20.8632040965618;
Sandefjord;2012;kjønn samlet;40-44 år;grunnskole;20.2203350929539;
Sandefjord;2012;kjønn samlet;45-74 år;grunnskole;24.121428916711;
Sandefjord;2012;kjønn samlet;75 år +;grunnskole;38.1805651274983;
Sandefjord;2012;menn;25 år +;grunnskole;23.2510504201681;
Sandefjord;2012;menn;25-29 år;grunnskole;33.5106382978723;
Sandefjord;2012;menn;30-39 år;grunnskole;22.3335297583972;
Sandefjord;2012;menn;40-44 år;grunnskole;21.1914506593906;
Sandefjord;2012;menn;45-74 år;grunnskole;21.5458276333789;
Sandefjord;2012;menn;75 år +;grunnskole;28.9057928613224;
Sandefjord;2012;kvinner;25 år +;grunnskole;26.936558874352;
Sandefjord;2012;kvinner;25-29 år;grunnskole;26.940346375882;
Sandefjord;2012;kvinner;30-39 år;grunnskole;19.4129613484452;
Sandefjord;2012;kvinner;40-44 år;grunnskole;19.2307692307692;
Sandefjord;2012;kvinner;45-74 år;grunnskole;26.6430689754138;
Sandefjord;2012;kvinner;75 år +;grunnskole;44.1754916792738;
Sandefjord;2013;kjønn samlet;25 år +;grunnskole;24.8769902349171;
Sandefjord;2013;kjønn samlet;25-29 år;grunnskole;31.6633922724296;
Sandefjord;2013;kjønn samlet;30-39 år;grunnskole;20.8917761700871;
Sandefjord;2013;kjønn samlet;40-44 år;grunnskole;19.421101774043;
Sandefjord;2013;kjønn samlet;45-74 år;grunnskole;23.6544850498339;
Sandefjord;2013;kjønn samlet;75 år +;grunnskole;37.3258426966292;
Sandefjord;2013;menn;25 år +;grunnskole;23.1349103197297;
Sandefjord;2013;menn;25-29 år;grunnskole;36.2913907284768;
Sandefjord;2013;menn;30-39 år;grunnskole;22.1333333333333;
Sandefjord;2013;menn;40-44 år;grunnskole;20.8548614372945;
Sandefjord;2013;menn;45-74 år;grunnskole;21.22947689958;
Sandefjord;2013;menn;75 år +;grunnskole;27.9083094555874;
Sandefjord;2013;kvinner;25 år +;grunnskole;26.5199058638949;
Sandefjord;2013;kvinner;25-29 år;grunnskole;27.1373056994819;
Sandefjord;2013;kvinner;30-39 år;grunnskole;19.6586227192466;
Sandefjord;2013;kvinner;40-44 år;grunnskole;18.0046403712297;
Sandefjord;2013;kvinner;45-74 år;grunnskole;26.0524825372853;
Sandefjord;2013;kvinner;75 år +;grunnskole;43.4011090573013;
Sandefjord;2014;kjønn samlet;25 år +;grunnskole;24.3526585288907;
Sandefjord;2014;kjønn samlet;25-29 år;grunnskole;29.4696066746126;
Sandefjord;2014;kjønn samlet;30-39 år;grunnskole;21.4817880794702;
Sandefjord;2014;kjønn samlet;40-44 år;grunnskole;17.9427507563416;
Sandefjord;2014;kjønn samlet;45-74 år;grunnskole;23.3595077375212;
Sandefjord;2014;kjønn samlet;75 år +;grunnskole;36.0123647604328;
Sandefjord;2014;menn;25 år +;grunnskole;22.8076273711391;
Sandefjord;2014;menn;25-29 år;grunnskole;33.4735576923077;
Sandefjord;2014;menn;30-39 år;grunnskole;23.0665224445646;
Sandefjord;2014;menn;40-44 år;grunnskole;18.6242395882078;
Sandefjord;2014;menn;45-74 år;grunnskole;21.1933966614406;
Sandefjord;2014;menn;75 år +;grunnskole;27.1158129175947;
Sandefjord;2014;kvinner;25 år +;grunnskole;25.8294176277944;
Sandefjord;2014;kvinner;25-29 år;grunnskole;25.531914893617;
Sandefjord;2014;kvinner;30-39 år;grunnskole;19.830985915493;
Sandefjord;2014;kvinner;40-44 år;grunnskole;17.2685185185185;
Sandefjord;2014;kvinner;45-74 år;grunnskole;25.5075910005488;
Sandefjord;2014;kvinner;75 år +;grunnskole;41.8587632638127;
Sandefjord;2015;kjønn samlet;25 år +;grunnskole;24.0538086590844;
Sandefjord;2015;kjønn samlet;25-29 år;grunnskole;30.1194290707836;
Sandefjord;2015;kjønn samlet;30-39 år;grunnskole;21.9816362888858;
Sandefjord;2015;kjønn samlet;40-44 år;grunnskole;17.4299065420561;
Sandefjord;2015;kjønn samlet;45-74 år;grunnskole;22.8920551898278;
Sandefjord;2015;kjønn samlet;75 år +;grunnskole;34.4339622641509;
Sandefjord;2015;menn;25 år +;grunnskole;22.6241689479859;
Sandefjord;2015;menn;25-29 år;grunnskole;33.0232558139535;
Sandefjord;2015;menn;30-39 år;grunnskole;23.895474137931;
Sandefjord;2015;menn;40-44 år;grunnskole;17.5865294667914;
Sandefjord;2015;menn;45-74 år;grunnskole;21.1236973266878;
Sandefjord;2015;menn;75 år +;grunnskole;25.1755807671529;
Sandefjord;2015;kvinner;25 år +;grunnskole;25.4206393718452;
Sandefjord;2015;kvinner;25-29 år;grunnskole;27.2037361354349;
Sandefjord;2015;kvinner;30-39 år;grunnskole;20;
Sandefjord;2015;kvinner;40-44 år;grunnskole;17.2735760971055;
Sandefjord;2015;kvinner;45-74 år;grunnskole;24.643273804182;
Sandefjord;2015;kvinner;75 år +;grunnskole;40.5261286882332;
Sandefjord;2016;kjønn samlet;25 år +;grunnskole;23.7101624973772;
Sandefjord;2016;kjønn samlet;25-29 år;grunnskole;29.4269340974212;
Sandefjord;2016;kjønn samlet;30-39 år;grunnskole;23.0304657093008;
Sandefjord;2016;kjønn samlet;40-44 år;grunnskole;16.9141531322506;
Sandefjord;2016;kjønn samlet;45-74 år;grunnskole;22.4031786228878;
Sandefjord;2016;kjønn samlet;75 år +;grunnskole;33.0660476893859;
Sandefjord;2016;menn;25 år +;grunnskole;22.6272155517439;
Sandefjord;2016;menn;25-29 år;grunnskole;32.0410490307868;
Sandefjord;2016;menn;30-39 år;grunnskole;25.7987220447284;
Sandefjord;2016;menn;40-44 år;grunnskole;17.5276752767528;
Sandefjord;2016;menn;45-74 år;grunnskole;20.8453915636236;
Sandefjord;2016;menn;75 år +;grunnskole;24.1740954378605;
Sandefjord;2016;kvinner;25 år +;grunnskole;24.7477744807122;
Sandefjord;2016;kvinner;25-29 år;grunnskole;26.7857142857143;
Sandefjord;2016;kvinner;30-39 år;grunnskole;20.2165087956698;
Sandefjord;2016;kvinner;40-44 år;grunnskole;16.2931839402428;
Sandefjord;2016;kvinner;45-74 år;grunnskole;23.9478260869565;
Sandefjord;2016;kvinner;75 år +;grunnskole;39.0536723163842;
Sandefjord;2017;kjønn samlet;25 år +;grunnskole;23.6052982569103;
Sandefjord;2017;kjønn samlet;25-29 år;grunnskole;29.5959021058623;
Sandefjord;2017;kjønn samlet;30-39 år;grunnskole;24.1635687732342;
Sandefjord;2017;kjønn samlet;40-44 år;grunnskole;16.5186074429772;
Sandefjord;2017;kjønn samlet;45-74 år;grunnskole;22.146878198567;
Sandefjord;2017;kjønn samlet;75 år +;grunnskole;31.5724052206339;
Sandefjord;2017;menn;25 år +;grunnskole;22.6846204372713;
Sandefjord;2017;menn;25-29 år;grunnskole;32.3181049069374;
Sandefjord;2017;menn;30-39 år;grunnskole;27.2536136662287;
Sandefjord;2017;menn;40-44 år;grunnskole;16.9874879692012;
Sandefjord;2017;menn;45-74 år;grunnskole;20.7342118774602;
Sandefjord;2017;menn;75 år +;grunnskole;22.7687626774848;
Sandefjord;2017;kvinner;25 år +;grunnskole;24.4903481869024;
Sandefjord;2017;kvinner;25-29 år;grunnskole;26.8236645605974;
Sandefjord;2017;kvinner;30-39 år;grunnskole;21.0088543064127;
Sandefjord;2017;kvinner;40-44 år;grunnskole;16.0517489218975;
Sandefjord;2017;kvinner;45-74 år;grunnskole;23.550416595817;
Sandefjord;2017;kvinner;75 år +;grunnskole;37.6532399299475;
Sandefjord;2018;kjønn samlet;25 år +;grunnskole;23.3882139207449;
Sandefjord;2018;kjønn samlet;25-29 år;grunnskole;30.0168634064081;
Sandefjord;2018;kjønn samlet;30-39 år;grunnskole;23.8613991337446;
