EnhetNivaa;Nasjonaltkode;Fylkekode;Kommunekode;Organisasjonsnummer;Nasjonalt;Fylke;Kommune;EnhetNavn;2020-21.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Skalapoeng;2020-21.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Usikkerhet;2020-21.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Antall elever deltatt;2020-21.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 1;2020-21.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 2;2020-21.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 3;2020-21.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 4;2020-21.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 5;2021-22.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Skalapoeng;2021-22.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Usikkerhet;2021-22.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Antall elever deltatt;2021-22.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 1;2021-22.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 2;2021-22.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 3;2021-22.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 4;2021-22.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 5;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Skalapoeng.Brudd;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Skalapoeng;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Usikkerhet.Brudd;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Usikkerhet;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Antall elever deltatt.Brudd;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Antall elever deltatt;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 1.Brudd;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 1;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 2.Brudd;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 2;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 3.Brudd;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 3;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 4.Brudd;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 4;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 5.Brudd;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 5;2023-24.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Skalapoeng;2023-24.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Usikkerhet;2023-24.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Antall elever deltatt;2023-24.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 1;2023-24.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 2;2023-24.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 3;2023-24.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 4;2023-24.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 5;2024-25.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Skalapoeng;2024-25.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Usikkerhet;2024-25.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Antall elever deltatt;2024-25.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 1;2024-25.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 2;2024-25.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 3;2024-25.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 4;2024-25.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 5
4;I;39;3907;974606984;Hele landet;Vestfold;Sandefjord;Andebu ungdomsskole;48;2,5;68;11,8;23,5;36,8;17,6;10,3;47;2,1;76;18,4;17,1;39,5;23,7;1,3;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;46;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;2,3;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;66;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;19,7;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;30,3;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;31,8;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;15,2;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;3;45;2,1;77;19,5;28,6;39;11,7;1,3;49;2;73;6,8;28,8;35,6;23,3;5,5
4;I;39;3907;974594390;Hele landet;Vestfold;Sandefjord;Breidablikk ungdomsskole;50;1,7;132;9,1;15,9;41,7;20,5;12,9;50;1,8;149;13,4;18,8;30,9;26,2;10,7;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;51;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;1,8;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;125;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;6,4;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;19,2;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;36;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;24;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;14,4;50;1,6;149;8,7;20,1;36,9;21,5;12,8;51;1,7;132;10,6;19,7;31,1;28,8;9,8
4;I;39;3907;974594404;Hele landet;Vestfold;Sandefjord;Bugården ungdomsskole;49;2;88;9,1;19,3;42;20,5;9,1;50;1,8;111;12,6;13,5;46,8;17,1;9,9;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;50;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;2;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;113;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;12,4;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;15,9;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;41,6;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;16,8;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;13,3;46;1,7;120;17,5;25;38,3;15;4,2;49;1,7;102;11,8;17,6;46,1;17,6;6,9
4;I;39;3907;973915878;Hele landet;Vestfold;Sandefjord;Moe skole;54;3,1;20;*;*;*;*;*;53;6,2;17;*;*;*;*;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;53;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;5,3;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;10;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;51;4,8;19;*;*;*;*;*;52;5,6;15;*;*;*;*;*
4;I;39;3907;976207173;Hele landet;Vestfold;Sandefjord;Mokollen skole;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;49;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;4,3;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;10;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;*;*;*;*;*;*;*;*;47;6;12;*;*;*;*;*
4;I;39;3907;974594412;Hele landet;Vestfold;Sandefjord;Ranvik ungdomsskole;49;1,7;129;12,4;13,2;41,9;26,4;6,2;53;2,2;95;10,5;8,4;35,8;27,4;17,9;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;51;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;1,9;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;136;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;16,9;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;15,4;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;25;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;30,9;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;11,8;49;1,9;103;10,7;24,3;38,8;15,5;10,7;48;1,8;124;20,2;15,3;38,7;16,9;8,9
4;I;39;3907;998666783;Hele landet;Vestfold;Sandefjord;Signo Grunn- og videregående skole AS;;;0;;;;;;;;0;;;;;;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;0;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;;;;0;;;;;;;;0;;;;;
4;I;39;3907;973488783;Hele landet;Vestfold;Sandefjord;Skagerak International School;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;55;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;3,4;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;30;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;3,3;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;10;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;30;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;26,7;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;30;*;*;*;*;*;*;*;*;50;3,1;22;*;*;*;*;*
4;I;39;3907;975271064;Hele landet;Vestfold;Sandefjord;Stokke ungdomsskole;50;2;96;8,3;18,8;39,6;18,8;14,6;50;1,7;106;7,5;21,7;40,6;21,7;8,5;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;52;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;2;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;106;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;9,4;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;18,9;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;29,2;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;22,6;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;19,8;49;1,8;124;14,5;16,9;33,9;23,4;11,3;50;1,6;114;7;20,2;42,1;23,7;7
4;I;39;3907;974594420;Hele landet;Vestfold;Sandefjord;Varden ungdomsskole;48;1,9;102;11,8;18,6;44,1;16,7;8,8;49;1,6;97;4,1;24,7;51,5;14,4;5,2;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;48;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;1,9;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;107;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;15;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;25,2;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;33,6;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;17,8;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;8,4;49;2,1;97;15,5;22,7;34;15,5;12,4;51;1,5;100;3;15;51;22;9
4;I;39;3907;918374221;Hele landet;Vestfold;Sandefjord;Wang Ung Sandefjord AS;51;2,1;59;6,8;8,5;59,3;16,9;8,5;55;2,1;63;1,6;6,3;31,7;41,3;19;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;56;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;2,5;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;63;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;3,2;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;9,5;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;31,7;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;22,2;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;33,3;50;2,1;62;9,7;14,5;43,5;24,2;8,1;55;1,8;64;*;*;40,6;32,8;17,2
3;I;39;3905;3905;Hele landet;Vestfold;Tønsberg;Alle skoler;50;0,7;706;7,8;15,2;47;21,7;8,4;49;0,7;700;9,3;18,7;44,7;19,9;7,4;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;51;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;0,7;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;647;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;7,3;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;16,5;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;41;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;24;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;11,3;48;0,7;688;13,5;23,5;38,4;18;6,5;48;0,7;695;11,5;23,7;40;18,6;6,2
4;I;39;3905;975268683;Hele landet;Vestfold;Tønsberg;Byskogen Kombinerte skole;49;2,1;60;8,3;15;51,7;20;5;45;2;64;17,2;25;46,9;9,4;1,6;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;48;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;2,5;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;63;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;11,1;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;27;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;31,7;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;22,2;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;7,9;44;2,3;66;30,3;24,2;25,8;16,7;3;46;2,1;70;17,1;21,4;38,6;21,4;1,4
4;I;39;3905;975828867;Hele landet;Vestfold;Tønsberg;Elihu Kristne grunnskole;*;*;*;*;*;*;*;*;47;4,6;13;*;*;*;*;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;*;*;*;*;*;*;*;*;52;7;13;*;*;*;*;*
4;I;39;3905;973915908;Hele landet;Vestfold;Tønsberg;Granly skole;50;3,1;26;*;*;*;*;*;52;3,4;34;8,8;8,8;44,1;23,5;14,7;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;53;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;4,1;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;26;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;46;3,2;26;26,9;*;34,6;19,2;*;51;3,3;26;*;*;*;*;*
4;I;39;3905;975271242;Hele landet;Vestfold;Tønsberg;Kongseik ungdomsskole;49;1,9;102;11,8;15,7;44,1;22,5;5,9;50;1,6;95;5,3;16,8;52,6;21,1;4,2;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;52;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;1,9;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;70;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;1,4;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;10;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;55,7;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;20;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;12,9;48;1,7;104;10,6;28,8;38,5;18,3;3,8;49;1,7;82;7,3;23,2;43,9;23,2;2,4
4;I;39;3905;975271145;Hele landet;Vestfold;Tønsberg;Presterød ungdomsskole;52;1,3;144;2,8;11,8;45,8;28,5;11,1;50;1,3;155;7,1;18,7;46,5;20,6;7,1;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;54;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;1,7;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;115;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;2,6;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;10,4;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;36,5;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;31,3;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;19,1;49;1,6;125;8,8;22,4;43,2;19,2;6,4;48;1,4;144;12,5;25;36,8;21,5;4,2
4;I;39;3905;975270998;Hele landet;Vestfold;Tønsberg;Revetal ungdomsskole;48;1,4;118;9,3;21,2;49,2;17,8;2,5;48;1,7;109;11,9;27,5;35,8;16,5;8,3;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;48;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;1,6;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;122;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;12,3;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;25,4;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;35,2;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;20,5;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;6,6;45;1,8;114;20,2;25,4;36,8;12,3;5,3;46;1,7;105;16,2;29,5;37,1;12,4;4,8
